,time,实际值,预测值
735,2012/1/31 15:00,3666,3666
736,2012/1/31 16:00,3808,3808
737,2012/1/31 17:00,4098,4098
738,2012/1/31 18:00,4101,4101
739,2012/1/31 19:00,3979,3979
740,2012/1/31 20:00,3773,3773
741,2012/1/31 21:00,3478,3478
742,2012/1/31 22:00,3148,3148
743,2012/1/31 23:00,2888,2888
744,2012/2/1 0:00,2728,2728
745,2012/2/1 1:00,2629,2629
746,2012/2/1 2:00,2589,2589
747,2012/2/1 3:00,2597,2597
748,2012/2/1 4:00,2681,2681
749,2012/2/1 5:00,2966,2966
750,2012/2/1 6:00,3456,3456
751,2012/2/1 7:00,3693,3693
752,2012/2/1 8:00,3690,3690
753,2012/2/1 9:00,3706,3706
754,2012/2/1 10:00,3733,3733
755,2012/2/1 11:00,3738,3738
756,2012/2/1 12:00,3696,3696
757,2012/2/1 13:00,3654,3654
758,2012/2/1 14:00,3586,3586
759,2012/2/1 15:00,3557,3557
760,2012/2/1 16:00,3681,3681
761,2012/2/1 17:00,3983,3983
762,2012/2/1 18:00,4004,4604
763,2012/2/1 19:00,3890,3890
764,2012/2/1 20:00,3706,3706
765,2012/2/1 21:00,3416,3416
766,2012/2/1 22:00,3090,3090
767,2012/2/1 23:00,2814,2814
768,2012/2/2 0:00,2639,2639
769,2012/2/2 1:00,2545,2545
770,2012/2/2 2:00,2502,2502
771,2012/2/2 3:00,2510,2510
772,2012/2/2 4:00,2603,2603
773,2012/2/2 5:00,2888,2888
774,2012/2/2 6:00,3398,3398
775,2012/2/2 7:00,3616,3616
776,2012/2/2 8:00,3634,3634
777,2012/2/2 9:00,3667,3667
778,2012/2/2 10:00,3713,3713
779,2012/2/2 11:00,3701,3701
780,2012/2/2 12:00,3671,3671
781,2012/2/2 13:00,3664,3664
782,2012/2/2 14:00,3642,3642
783,2012/2/2 15:00,3648,3648
784,2012/2/2 16:00,3800,3800
785,2012/2/2 17:00,4064,4064
786,2012/2/2 18:00,4084,4084
787,2012/2/2 19:00,3997,3997
788,2012/2/2 20:00,3831,3831
789,2012/2/2 21:00,3562,3562
790,2012/2/2 22:00,3256,3256
791,2012/2/2 23:00,3010,3010
792,2012/2/3 0:00,2837,2837
793,2012/2/3 1:00,2746,2746
794,2012/2/3 2:00,2723,2723
795,2012/2/3 3:00,2733,2733
796,2012/2/3 4:00,2829,2829
797,2012/2/3 5:00,3114,3114
798,2012/2/3 6:00,3602,3602
799,2012/2/3 7:00,3809,3809
800,2012/2/3 8:00,3817,3817
801,2012/2/3 9:00,3798,3798
802,2012/2/3 10:00,3782,3782
803,2012/2/3 11:00,3749,3749
804,2012/2/3 12:00,3675,3675
805,2012/2/3 13:00,3628,3628
806,2012/2/3 14:00,3568,3568
807,2012/2/3 15:00,3550,3550
808,2012/2/3 16:00,3663,3663
809,2012/2/3 17:00,3937,3937
810,2012/2/3 18:00,3956,3956
811,2012/2/3 19:00,3859,3859
812,2012/2/3 20:00,3716,3716
813,2012/2/3 21:00,3502,3502
814,2012/2/3 22:00,3254,3254
815,2012/2/3 23:00,2967,2967
816,2012/2/4 0:00,2777,2777
817,2012/2/4 1:00,2677,2677
818,2012/2/4 2:00,2624,2624
819,2012/2/4 3:00,2607,2607
820,2012/2/4 4:00,2639,2639
821,2012/2/4 5:00,2744,2744
822,2012/2/4 6:00,2964,2964
823,2012/2/4 7:00,3203,3203
824,2012/2/4 8:00,3420,3420
825,2012/2/4 9:00,3542,3542
826,2012/2/4 10:00,3569,3569
827,2012/2/4 11:00,3522,3522
828,2012/2/4 12:00,3445,3445
829,2012/2/4 13:00,3369,3369
830,2012/2/4 14:00,3323,3323
831,2012/2/4 15:00,3330,3330
832,2012/2/4 16:00,3487,3487
833,2012/2/4 17:00,3832,3832
834,2012/2/4 18:00,3890,3890
835,2012/2/4 19:00,3784,3784
836,2012/2/4 20:00,3653,3653
837,2012/2/4 21:00,3439,3439
838,2012/2/4 22:00,3211,3211
839,2012/2/4 23:00,2992,2992
840,2012/2/5 0:00,2837,2837
841,2012/2/5 1:00,2754,2754
842,2012/2/5 2:00,2714,2714
843,2012/2/5 3:00,2705,2705
844,2012/2/5 4:00,2733,2733
845,2012/2/5 5:00,2824,2824
846,2012/2/5 6:00,2980,2980
847,2012/2/5 7:00,3191,3191
848,2012/2/5 8:00,3433,3433
849,2012/2/5 9:00,3547,3547
850,2012/2/5 10:00,3577,3577
851,2012/2/5 11:00,3565,3565
852,2012/2/5 12:00,3514,3514
853,2012/2/5 13:00,3435,3435
854,2012/2/5 14:00,3387,3387
855,2012/2/5 15:00,3416,3416
856,2012/2/5 16:00,3585,3585
857,2012/2/5 17:00,3903,3903
858,2012/2/5 18:00,3813,3813
859,2012/2/5 19:00,3595,3595
860,2012/2/5 20:00,3486,3486
861,2012/2/5 21:00,3289,3289
862,2012/2/5 22:00,3165,3165
863,2012/2/5 23:00,2897,2897
864,2012/2/6 0:00,2722,2722
865,2012/2/6 1:00,2638,2638
866,2012/2/6 2:00,2604,2604
867,2012/2/6 3:00,2604,2604
868,2012/2/6 4:00,2686,2686
869,2012/2/6 5:00,2960,2960
870,2012/2/6 6:00,3443,3443
871,2012/2/6 7:00,3662,3662
872,2012/2/6 8:00,3696,3696
873,2012/2/6 9:00,3695,3695
874,2012/2/6 10:00,3668,3668
875,2012/2/6 11:00,3635,3635
876,2012/2/6 12:00,3566,3566
877,2012/2/6 13:00,3511,3511
878,2012/2/6 14:00,3445,3445
879,2012/2/6 15:00,3413,3413
880,2012/2/6 16:00,3532,3532
881,2012/2/6 17:00,3869,3869
882,2012/2/6 18:00,3944,3944
883,2012/2/6 19:00,3813,3813
884,2012/2/6 20:00,3618,3618
885,2012/2/6 21:00,3336,3336
886,2012/2/6 22:00,3038,3038
887,2012/2/6 23:00,2768,2768
888,2012/2/7 0:00,2612,2612
889,2012/2/7 1:00,2532,2532
890,2012/2/7 2:00,2494,2494
891,2012/2/7 3:00,2496,2496
892,2012/2/7 4:00,2596,2596
893,2012/2/7 5:00,2875,2875
894,2012/2/7 6:00,3349,3349
895,2012/2/7 7:00,3556,3556
896,2012/2/7 8:00,3572,3572
897,2012/2/7 9:00,3584,3584
898,2012/2/7 10:00,3603,3603
899,2012/2/7 11:00,3579,3579
900,2012/2/7 12:00,3530,3530
901,2012/2/7 13:00,3517,3517
902,2012/2/7 14:00,3480,3480
903,2012/2/7 15:00,3498,3498
904,2012/2/7 16:00,3631,3631
905,2012/2/7 17:00,3968,3968
906,2012/2/7 18:00,4047,4047
907,2012/2/7 19:00,3968,3968
908,2012/2/7 20:00,3807,3807
909,2012/2/7 21:00,3546,3546
910,2012/2/7 22:00,3238,3238
911,2012/2/7 23:00,2987,2987
912,2012/2/8 0:00,2841,2841
913,2012/2/8 1:00,2770,2770
914,2012/2/8 2:00,2754,2754
915,2012/2/8 3:00,2763,2763
916,2012/2/8 4:00,2869,2869
917,2012/2/8 5:00,3160,3160
918,2012/2/8 6:00,3665,3665
919,2012/2/8 7:00,3854,3854
920,2012/2/8 8:00,3845,3845
921,2012/2/8 9:00,3801,3801
922,2012/2/8 10:00,3738,3738
923,2012/2/8 11:00,3693,3693
924,2012/2/8 12:00,3623,3623
925,2012/2/8 13:00,3586,3586
926,2012/2/8 14:00,3510,3510
927,2012/2/8 15:00,3528,3528
928,2012/2/8 16:00,3666,3666
929,2012/2/8 17:00,3988,3988
930,2012/2/8 18:00,4051,4051
931,2012/2/8 19:00,3958,3958
932,2012/2/8 20:00,3789,3789
933,2012/2/8 21:00,3503,3503
934,2012/2/8 22:00,3168,3168
935,2012/2/8 23:00,2916,2916
936,2012/2/9 0:00,2750,2750
937,2012/2/9 1:00,2673,2673
938,2012/2/9 2:00,2641,2641
939,2012/2/9 3:00,2643,2643
940,2012/2/9 4:00,2741,2741
941,2012/2/9 5:00,3031,3031
942,2012/2/9 6:00,3534,3534
943,2012/2/9 7:00,3705,3705
944,2012/2/9 8:00,3688,3688
945,2012/2/9 9:00,3640,3640
946,2012/2/9 10:00,3600,3600
947,2012/2/9 11:00,3558,3558
948,2012/2/9 12:00,3489,3489
949,2012/2/9 13:00,3459,3459
950,2012/2/9 14:00,3407,3407
951,2012/2/9 15:00,3404,3404
952,2012/2/9 16:00,3520,3520
953,2012/2/9 17:00,3841,3841
954,2012/2/9 18:00,3931,3931
955,2012/2/9 19:00,3846,3846
956,2012/2/9 20:00,3697,3697
957,2012/2/9 21:00,3431,3431
958,2012/2/9 22:00,3119,3119
959,2012/2/9 23:00,2865,2865
960,2012/2/10 0:00,2719,2719
961,2012/2/10 1:00,2640,2640
962,2012/2/10 2:00,2603,2603
963,2012/2/10 3:00,2614,2614
964,2012/2/10 4:00,2716,2716
965,2012/2/10 5:00,3006,3006
966,2012/2/10 6:00,3481,3481
967,2012/2/10 7:00,3666,3666
968,2012/2/10 8:00,3652,3652
969,2012/2/10 9:00,3603,3603
970,2012/2/10 10:00,3578,3578
971,2012/2/10 11:00,3533,3533
972,2012/2/10 12:00,3456,3456
973,2012/2/10 13:00,3393,3393
974,2012/2/10 14:00,3348,3348
975,2012/2/10 15:00,3345,3345
976,2012/2/10 16:00,3462,3462
977,2012/2/10 17:00,3741,3741
978,2012/2/10 18:00,3763,3763
979,2012/2/10 19:00,3649,3649
980,2012/2/10 20:00,3494,3494
981,2012/2/10 21:00,3297,3297
982,2012/2/10 22:00,3046,3046
983,2012/2/10 23:00,2804,2804
984,2012/2/11 0:00,2632,2632
985,2012/2/11 1:00,2531,2931
986,2012/2/11 2:00,2454,2454
987,2012/2/11 3:00,2441,2441
988,2012/2/11 4:00,2485,2485
989,2012/2/11 5:00,2598,2598
990,2012/2/11 6:00,2812,2812
991,2012/2/11 7:00,3057,3057
992,2012/2/11 8:00,3301,3301
993,2012/2/11 9:00,3453,3453
994,2012/2/11 10:00,3495,3495
995,2012/2/11 11:00,3480,3480
996,2012/2/11 12:00,3419,3419
997,2012/2/11 13:00,3383,3383
