load,temp
3980.0,68.67
3996.0,70.0
3997.0,72.67
4005.0,74.33
3975.0,75.67
3966.0,75.67
3966.0,75.33
3976.0,76.33
3980.0,77.0
4054.0,74.33
3943.0,70.67
3625.0,68.33
3248.0,67.33
2940.0,67.33
2728.0,66.67
2607.0,66.33
2540.0,66.0
2521.0,66.33
2591.0,65.0
2855.0,64.67
3276.0,63.0
3531.0,63.33
3667.0,66.33
3761.0,67.67
3862.0,70.67
3917.0,72.0
3941.0,73.0
3970.0,74.67
3985.0,76.0
3985.0,76.67
3976.0,76.0
3953.0,75.33
3935.0,73.33
4040.0,71.67
3957.0,69.67
3652.0,68.33
3275.0,68.0
2981.0,66.67
2744.0,66.0
2617.0,64.67
2542.0,63.67
2528.0,63.0
2591.0,62.0
2842.0,61.33
3245.0,60.67
3512.0,61.0
3695.0,64.33
3851.0,69.0
3968.0,74.33
4062.0,77.0
4107.0,80.33
4147.0,81.0
4168.0,82.33
4155.0,82.33
4126.0,82.33
4035.0,81.0
3946.0,79.0
3999.0,75.0
3904.0,71.67
3656.0,70.0
3309.0,68.67
3004.0,67.33
2773.0,66.67
2660.0,67.33
2580.0,67.67
2559.0,67.67
2587.0,68.67
2705.0,70.33
2872.0,70.33
3115.0,70.33
3385.0,71.0
3587.0,72.0
3726.0,73.67
3773.0,76.0
3802.0,76.67
3784.0,79.0
3763.0,79.67
3749.0,80.0
3746.0,79.33
3757.0,72.0
3772.0,71.0
3804.0,71.33
3680.0,68.67
3425.0,66.33
3129.0,65.67
2845.0,64.0
2640.0,63.67
2511.0,61.33
2430.0,61.33
2381.0,60.67
2377.0,60.0
2434.0,59.67
2530.0,58.0
2710.0,57.33
2962.0,59.0
3137.0,61.0
3216.0,61.67
3250.0,63.33
3270.0,64.33
3253.0,67.67
3232.0,68.67
3247.0,70.33
3316.0,71.0
3398.0,70.67
3412.0,68.67
3505.0,65.67
3399.0,61.67
3101.0,60.33
2778.0,57.33
2530.0,56.33
2377.0,55.33
2286.0,53.33
2251.0,53.67
2252.0,53.33
2340.0,54.67
2603.0,53.67
2999.0,53.67
3240.0,53.67
3360.0,56.0
3441.0,59.67
3518.0,61.67
3542.0,62.67
3532.0,64.33
3522.0,63.67
3480.0,64.0
3434.0,62.33
3456.0,64.0
3482.0,62.33
3507.0,61.67
3597.0,59.67
3471.0,57.33
3181.0,56.0
2830.0,55.67
2547.0,54.67
2388.0,52.67
2302.0,51.33
2245.0,50.0
2238.0,48.33
2331.0,46.33
2616.0,45.0
3031.0,43.33
3220.0,44.0
3298.0,50.67
3351.0,56.67
3404.0,60.67
3442.0,63.67
3454.0,65.67
3478.0,68.33
3460.0,69.33
3470.0,70.33
3481.0,71.33
3500.0,69.33
3517.0,68.0
3637.0,63.67
3517.0,59.33
3209.0,56.67
2849.0,53.33
2568.0,52.33
2384.0,50.67
2287.0,49.67
2232.0,49.0
2225.0,48.0
2303.0,47.33
2567.0,47.0
2989.0,47.0
3217.0,46.67
3295.0,51.33
3338.0,58.0
3436.0,63.67
3494.0,68.0
3524.0,71.67
3576.0,74.0
3569.0,75.0
3558.0,75.67
3564.0,75.67
3575.0,74.33
3585.0,73.0
3695.0,68.33
3577.0,65.0
3261.0,64.0
2916.0,62.33
2625.0,60.67
2445.0,59.33
2362.0,58.0
2310.0,56.67
2292.0,55.67
2354.0,52.67
2619.0,52.0
3024.0,51.33
3274.0,50.67
3395.0,55.67
3469.0,61.67
3580.0,67.67
3661.0,72.67
3719.0,76.33
3787.0,77.67
3796.0,78.67
3799.0,79.0
3807.0,79.67
3779.0,78.67
3767.0,76.67
3882.0,72.33
3763.0,69.0
3445.0,67.0
3074.0,66.0
2760.0,63.67
2549.0,63.0
2430.0,61.33
2364.0,59.33
2354.0,57.33
2421.0,56.33
2675.0,55.33
3093.0,54.0
3326.0,54.67
3453.0,58.67
3564.0,64.33
3663.0,70.0
3738.0,74.0
3780.0,75.67
3849.0,78.0
3848.0,79.0
3829.0,78.67
3801.0,78.67
3736.0,77.0
3698.0,75.0
3757.0,71.67
3658.0,69.0
3447.0,67.67
3138.0,66.67
2842.0,65.0
2630.0,63.67
2514.0,62.67
2452.0,62.0
2412.0,60.33
2420.0,60.67
2530.0,60.33
2687.0,60.0
2905.0,59.67
3160.0,61.0
3303.0,62.33
3373.0,63.33
3358.0,65.33
3319.0,65.67
3267.0,66.67
3233.0,68.33
3212.0,69.0
3232.0,67.67
3252.0,67.0
3255.0,64.0
3351.0,61.0
3249.0,58.33
3033.0,56.67
2769.0,56.67
2540.0,52.0
2364.0,50.33
2269.0,50.67
2213.0,50.0
2179.0,47.33
2193.0,47.0
2271.0,45.33
2386.0,43.33
2594.0,42.0
2850.0,49.33
2997.0,53.67
3061.0,56.67
3083.0,59.0
3101.0,60.33
3074.0,63.0
3054.0,63.67
3068.0,65.33
3144.0,66.0
3252.0,66.67
3314.0,64.33
3453.0,60.67
3286.0,53.33
2986.0,50.0
2673.0,48.0
2428.0,46.33
2309.0,44.67
2238.0,43.33
2207.0,42.67
2215.0,41.33
2297.0,40.67
2589.0,40.67
3041.0,40.33
3266.0,41.33
3336.0,44.67
3371.0,52.33
3454.0,58.67
3485.0,63.33
3483.0,66.67
3505.0,68.67
3508.0,70.33
3505.0,72.0
3513.0,73.0
3558.0,72.0
3612.0,70.0
3722.0,66.33
3554.0,64.33
3252.0,62.33
2898.0,60.67
2617.0,59.67
2444.0,57.67
2344.0,57.0
2295.0,56.67
2298.0,55.67
2381.0,55.0
2646.0,55.33
3094.0,54.67
3322.0,56.0
3417.0,59.33
3506.0,62.33
3603.0,63.67
3629.0,65.33
3620.0,65.0
3639.0,65.67
3624.0,66.67
3619.0,67.33
3676.0,66.67
3779.0,68.33
3825.0,69.33
3815.0,69.0
3629.0,69.0
3328.0,68.33
2986.0,67.67
2730.0,67.67
2564.0,67.67
2465.0,66.0
2408.0,64.67
2386.0,64.33
2452.0,63.0
2716.0,61.33
3177.0,60.0
3416.0,59.0
3489.0,58.0
3523.0,57.67
3581.0,58.33
3591.0,59.67
3561.0,63.0
3559.0,65.0
3507.0,65.33
3475.0,66.33
3464.0,66.33
3463.0,65.67
3498.0,63.33
3637.0,58.33
3492.0,54.67
3194.0,51.33
2846.0,48.67
2579.0,47.0
2415.0,45.33
2321.0,44.0
2274.0,43.33
2271.0,42.33
2363.0,41.33
2633.0,40.33
3098.0,39.67
3297.0,40.67
3337.0,45.33
3359.0,50.33
3412.0,55.0
3408.0,58.0
3392.0,61.0
3398.0,63.0
3370.0,63.67
3343.0,64.67
3352.0,64.33
3375.0,63.33
3454.0,61.67
3605.0,57.67
3480.0,54.33
3199.0,51.33
2859.0,51.0
2583.0,49.0
2413.0,48.67
2327.0,47.67
2286.0,47.67
2287.0,47.67
2367.0,47.33
2635.0,47.67
3094.0,47.33
3306.0,47.67
3377.0,50.0
3410.0,53.0
3446.0,56.0
3456.0,58.0
3442.0,60.67
3419.0,63.33
3385.0,65.33
3352.0,66.67
3348.0,67.0
3354.0,65.0
3423.0,63.67
3526.0,60.67
3407.0,58.33
3150.0,57.0
2856.0,56.0
2577.0,57.0
2387.0,55.67
2278.0,53.33
2220.0,52.67
2209.0,52.33
2230.0,52.33
2340.0,52.33
2519.0,53.0
2760.0,53.33
3012.0,55.0
3168.0,57.0
3226.0,59.33
3217.0,61.33
3197.0,64.0
3139.0,67.33
3103.0,68.67
3103.0,68.33
3138.0,68.0
3204.0,66.0
3286.0,64.33
3365.0,62.0
3238.0,61.67
3032.0,61.33
2764.0,61.33
2525.0,60.67
2353.0,61.0
2244.0,60.33
2186.0,59.67
2168.0,60.33
2181.0,59.67
2269.0,58.67
2378.0,57.67
2578.0,56.0
2836.0,57.33
3003.0,60.0
3082.0,60.67
3099.0,62.67
3079.0,65.0
3054.0,65.33
3030.0,67.0
3037.0,67.67
3112.0,66.0
3213.0,65.0
3305.0,63.67
3409.0,59.33
3240.0,55.67
2959.0,52.67
2676.0,48.67
2435.0,48.67
2275.0,46.67
2184.0,45.33
2146.0,43.67
2146.0,43.67
2229.0,42.33
2525.0,41.0
2997.0,41.33
3228.0,40.0
3321.0,45.0
3381.0,50.67
3425.0,54.67
3457.0,58.0
3450.0,59.33
3460.0,59.67
3412.0,60.67
3387.0,61.67
3385.0,61.0
3446.0,61.33
3574.0,59.67
3681.0,55.0
3479.0,51.67
3166.0,49.0
2823.0,48.0
2554.0,47.0
2394.0,44.33
2317.0,44.33
2273.0,43.33
2280.0,43.33
2356.0,41.33
2645.0,41.67
3127.0,41.67
3346.0,42.0
3366.0,46.0
3380.0,52.33
3429.0,57.33
3421.0,61.67
3393.0,64.67
3393.0,67.0
3358.0,68.67
3346.0,69.33
3384.0,68.67
3431.0,68.33
3551.0,66.0
3663.0,61.33
3465.0,58.67
3164.0,57.67
2802.0,58.67
2544.0,59.0
2365.0,59.33
2281.0,58.67
2240.0,59.0
2239.0,59.33
2331.0,58.0
2621.0,56.33
3094.0,56.33
3352.0,57.0
3437.0,58.0
3509.0,59.0
3569.0,60.33
3598.0,62.67
3587.0,65.0
3595.0,67.0
3562.0,67.0
3526.0,67.0
3561.0,67.67
3637.0,67.33
3741.0,66.67
3753.0,65.33
3549.0,64.0
3251.0,64.0
2902.0,61.33
2636.0,59.67
2459.0,59.0
2361.0,58.67
2305.0,58.0
2299.0,57.67
2372.0,56.67
2655.0,56.0
3113.0,53.33
3302.0,51.33
3357.0,53.67
3389.0,55.67
3431.0,57.67
3441.0,59.67
3416.0,61.0
3401.0,62.33
3365.0,63.33
3357.0,63.0
3367.0,63.33
3410.0,62.0
3536.0,60.0
3657.0,55.0
3489.0,50.0
3212.0,48.33
2873.0,46.67
2608.0,45.67
2420.0,44.33
2331.0,43.0
2269.0,41.0
2264.0,40.67
2343.0,40.33
2606.0,42.0
3061.0,42.0
3303.0,42.33
3412.0,45.67
3468.0,47.33
3495.0,50.0
3508.0,51.33
3489.0,51.0
3497.0,51.33
3457.0,52.0
3444.0,52.67
3476.0,53.67
3543.0,53.33
3623.0,53.0
3572.0,52.67
3394.0,53.0
3169.0,52.33
2879.0,52.33
2606.0,52.0
2399.0,52.0
2302.0,51.67
2250.0,52.0
2227.0,51.33
2247.0,50.67
2371.0,50.67
2580.0,50.67
2820.0,50.33
3083.0,51.0
3246.0,51.0
3317.0,52.0
3302.0,52.67
3261.0,53.67
3197.0,54.0
3154.0,54.67
3123.0,55.33
3168.0,55.67
3265.0,55.67
3382.0,55.0
3350.0,54.33
3198.0,54.0
2995.0,53.67
2746.0,53.33
2493.0,53.0
2326.0,53.33
2227.0,53.33
2162.0,53.33
2139.0,53.0
2155.0,53.0
2247.0,53.0
2397.0,53.0
2606.0,52.67
2877.0,53.33
3104.0,54.0
3218.0,54.33
3281.0,55.0
3310.0,55.0
3212.0,55.33
3190.0,56.0
3163.0,56.33
3229.0,56.67
3326.0,56.33
3451.0,55.67
3444.0,55.0
3251.0,53.33
2964.0,53.67
2661.0,52.0
2431.0,52.0
2280.0,51.33
2213.0,51.67
2184.0,51.67
2183.0,51.0
2262.0,50.0
2557.0,50.33
3033.0,50.33
3276.0,51.0
3351.0,51.67
3404.0,53.0
3461.0,54.67
3473.0,57.0
3457.0,58.67
3438.0,61.0
3405.0,62.33
3368.0,62.33
3374.0,62.33
3467.0,62.33
3660.0,60.67
3691.0,60.0
3497.0,58.67
3196.0,57.33
2856.0,57.33
2560.0,56.67
2380.0,56.0
2287.0,53.0
2243.0,51.67
2255.0,52.33
2339.0,51.33
2600.0,53.0
3083.0,53.67
3272.0,53.33
3342.0,55.0
3386.0,58.67
3444.0,63.0
3472.0,64.67
3461.0,65.67
3457.0,67.0
3418.0,66.0
3398.0,66.0
3411.0,65.0
3497.0,64.0
3648.0,63.33
3658.0,61.67
3462.0,60.33
3182.0,60.33
2843.0,60.0
2564.0,60.0
2386.0,60.0
2296.0,59.67
2256.0,59.0
2270.0,59.33
2350.0,59.33
2604.0,59.33
3088.0,59.33
3335.0,59.33
3403.0,60.33
3461.0,60.33
3518.0,60.67
3533.0,61.33
3495.0,61.33
3491.0,62.0
3455.0,63.0
3442.0,62.0
3469.0,62.33
3569.0,61.33
3731.0,60.67
3709.0,60.33
3530.0,60.33
3222.0,60.33
2893.0,60.67
2621.0,60.0
2428.0,60.67
2323.0,60.0
2283.0,60.33
2285.0,60.33
2360.0,60.0
2609.0,59.67
3096.0,59.67
3371.0,59.67
3468.0,60.33
3515.0,60.67
3564.0,61.33
3584.0,61.67
3556.0,62.33
3546.0,62.67
3493.0,61.67
3453.0,61.67
3494.0,61.67
3584.0,61.33
3712.0,61.67
3681.0,60.67
3493.0,59.33
3223.0,59.0
2894.0,58.33
2614.0,58.33
2425.0,57.67
2324.0,58.0
2278.0,59.0
2289.0,58.67
2365.0,58.67
2608.0,58.67
3050.0,58.0
3303.0,58.0
3377.0,58.33
3439.0,59.33
3496.0,61.0
3511.0,64.0
3487.0,66.67
3500.0,69.0
3458.0,71.33
3416.0,71.67
3398.0,71.33
3399.0,69.67
3558.0,66.33
3582.0,64.67
3436.0,62.33
3217.0,60.67
2968.0,60.67
2704.0,61.33
2495.0,60.33
2377.0,59.67
2314.0,60.33
2297.0,59.67
2311.0,59.33
2401.0,59.0
2589.0,57.67
2824.0,57.0
3082.0,56.67
3237.0,59.0
3284.0,59.67
3286.0,63.0
3260.0,65.0
3237.0,63.67
3222.0,65.67
3214.0,64.67
3271.0,62.33
3375.0,61.67
3452.0,59.67
3408.0,57.67
3270.0,55.33
3074.0,55.0
2828.0,53.0
2581.0,51.0
2396.0,48.67
2289.0,49.67
2236.0,47.33
2237.0,45.67
2249.0,43.0
2312.0,42.67
2452.0,42.0
2683.0,41.33
2953.0,45.0
3077.0,48.33
3103.0,52.33
3105.0,53.33
3114.0,54.0
3110.0,53.67
3094.0,53.33
3100.0,54.0
3170.0,54.0
3278.0,54.33
3472.0,52.33
3426.0,50.33
3254.0,49.0
3002.0,48.67
2716.0,48.33
2477.0,47.33
2322.0,46.0
2232.0,45.67
2196.0,45.0
2206.0,44.33
2279.0,42.33
2493.0,41.67
2847.0,42.33
3146.0,42.0
3335.0,42.67
3428.0,45.67
3473.0,49.0
3468.0,50.67
3405.0,51.0
3369.0,52.33
3335.0,54.0
3298.0,55.33
3321.0,55.0
3436.0,54.33
3678.0,52.33
3673.0,49.67
3479.0,46.67
3176.0,46.33
2835.0,44.0
2565.0,43.0
2388.0,42.0
2297.0,41.67
2254.0,41.0
2271.0,41.67
2364.0,41.67
2657.0,41.33
3161.0,42.0
3403.0,42.0
3439.0,42.67
3458.0,47.0
3470.0,49.67
3469.0,53.33
3446.0,55.0
3420.0,55.33
3386.0,55.0
3359.0,55.0
3389.0,55.33
3505.0,55.0
3728.0,53.67
3712.0,52.67
3518.0,51.0
3211.0,49.33
2860.0,48.0
2584.0,47.0
2410.0,47.0
2327.0,47.33
2287.0,48.0
2290.0,48.0
2372.0,48.0
2643.0,47.67
3139.0,48.0
3401.0,48.33
3446.0,49.0
3477.0,49.67
3505.0,50.33
3523.0,52.0
3511.0,53.67
3487.0,53.67
3470.0,53.33
3454.0,54.0
3534.0,55.33
3666.0,55.67
3793.0,55.67
3714.0,55.67
3526.0,55.0
3242.0,55.0
2901.0,52.67
2616.0,52.0
2449.0,50.33
2351.0,50.33
2307.0,49.0
2317.0,47.67
2408.0,47.0
2696.0,46.0
3186.0,45.67
3404.0,45.0
3436.0,45.67
3441.0,47.67
3431.0,50.0
3431.0,51.0
3398.0,53.67
3387.0,53.0
3321.0,55.0
3285.0,54.67
3303.0,55.33
3401.0,53.33
3661.0,51.67
3692.0,48.33
3528.0,47.0
3248.0,45.67
2926.0,45.67
2643.0,45.0
2460.0,44.33
2366.0,44.0
2320.0,45.67
2312.0,45.33
2387.0,44.33
2667.0,44.33
3147.0,44.0
3380.0,43.67
3453.0,44.67
3532.0,43.67
3551.0,44.67
3525.0,46.67
3455.0,47.67
3408.0,48.33
3346.0,48.33
3288.0,49.0
3313.0,48.0
3425.0,46.0
3635.0,44.67
3621.0,42.0
3486.0,39.67
3281.0,38.67
2988.0,37.67
2721.0,37.33
2527.0,36.33
2440.0,34.67
2394.0,32.0
2376.0,31.0
2425.0,29.67
2551.0,28.0
2757.0,27.33
2996.0,26.33
3196.0,29.67
3266.0,36.67
3267.0,40.67
3209.0,44.67
3129.0,46.67
3053.0,48.67
2994.0,50.33
2992.0,52.0
3053.0,51.67
3206.0,50.67
3456.0,47.67
3418.0,43.67
3286.0,42.0
3086.0,44.0
2842.0,44.0
2608.0,44.0
2435.0,43.67
2314.0,43.33
2269.0,42.67
2244.0,41.67
2255.0,41.67
2334.0,41.67
2500.0,41.67
2735.0,43.0
3014.0,46.0
3211.0,46.33
3315.0,47.33
3352.0,49.33
3342.0,51.0
3299.0,52.33
3261.0,53.0
3251.0,53.0
3307.0,54.67
3425.0,55.33
3567.0,55.33
3520.0,53.67
3336.0,53.33
3025.0,52.67
2725.0,51.33
2490.0,51.67
2353.0,51.67
2309.0,53.67
2293.0,53.33
2310.0,53.33
2393.0,52.33
2661.0,53.0
3147.0,55.33
3374.0,57.0
3434.0,58.67
3508.0,60.0
3567.0,62.0
3569.0,64.33
3557.0,66.0
3562.0,66.33
3520.0,68.67
3490.0,67.33
3513.0,66.0
3642.0,65.67
3826.0,64.0
3746.0,62.33
3550.0,61.67
3242.0,59.67
2902.0,59.33
2632.0,58.67
2454.0,58.33
2360.0,57.67
2311.0,57.67
2301.0,56.33
2374.0,55.33
2642.0,53.33
3143.0,52.33
3424.0,50.67
3462.0,49.33
3493.0,48.67
3541.0,48.67
3544.0,49.33
3517.0,48.33
3483.0,50.33
3417.0,51.0
3360.0,51.67
3396.0,52.0
3534.0,50.67
3802.0,47.67
3765.0,46.33
3577.0,44.67
3299.0,42.33
3010.0,40.33
2737.0,37.67
2513.0,37.33
2432.0,33.67
2401.0,33.67
2407.0,33.33
2512.0,31.33
2778.0,32.67
3288.0,32.67
3478.0,31.0
3478.0,34.33
3453.0,41.0
3439.0,46.0
3405.0,50.0
3369.0,53.33
3350.0,55.33
3301.0,58.0
3272.0,59.0
3294.0,59.0
3430.0,57.33
3704.0,53.67
3665.0,50.67
3493.0,47.67
3199.0,45.0
2861.0,43.0
2601.0,44.0
2436.0,43.0
2362.0,43.33
2328.0,44.33
2332.0,42.33
2425.0,41.0
2702.0,41.0
3208.0,39.67
3442.0,40.0
3449.0,41.67
3438.0,48.33
3435.0,52.33
3429.0,57.67
3393.0,60.67
3385.0,63.0
3335.0,63.33
3302.0,64.0
3325.0,63.33
3438.0,62.0
3685.0,57.67
3659.0,54.0
3498.0,54.0
3222.0,52.67
2886.0,51.0
2615.0,50.0
2423.0,50.0
2335.0,50.0
2298.0,51.0
2298.0,51.33
2373.0,52.0
2629.0,52.0
3098.0,52.67
3371.0,54.0
3460.0,53.0
3523.0,54.67
3563.0,55.67
3567.0,56.67
3527.0,58.0
3509.0,58.33
3464.0,60.33
3430.0,59.67
3487.0,59.67
3614.0,58.67
3711.0,58.33
3592.0,58.33
3438.0,58.0
3218.0,59.33
2926.0,60.33
2655.0,60.33
2448.0,60.0
2345.0,60.33
2292.0,60.67
2273.0,60.33
2301.0,60.33
2392.0,60.33
2581.0,60.67
2823.0,60.0
3064.0,59.67
3233.0,61.67
3293.0,63.33
3286.0,65.0
3233.0,65.67
3172.0,68.33
3113.0,68.33
3085.0,69.0
3128.0,67.33
3246.0,64.33
3424.0,61.0
3342.0,57.33
3203.0,55.33
2998.0,54.67
2759.0,54.0
2535.0,52.0
2367.0,51.67
2272.0,50.67
2231.0,50.0
2202.0,49.33
2231.0,48.67
2293.0,44.67
2446.0,45.67
2641.0,44.0
2878.0,46.0
3039.0,50.0
3081.0,53.0
3106.0,55.0
3108.0,57.33
3082.0,58.33
3065.0,59.33
3072.0,58.67
3153.0,57.67
3346.0,56.67
3549.0,56.0
3428.0,55.0
3273.0,54.0
2970.0,53.67
2671.0,52.67
2448.0,51.0
2289.0,50.33
2227.0,50.0
2210.0,50.67
2238.0,48.33
2330.0,48.0
2603.0,46.33
3117.0,42.33
3343.0,43.0
3376.0,43.33
3410.0,52.0
3448.0,54.67
3455.0,58.0
3428.0,58.67
3403.0,60.33
3347.0,61.0
3306.0,62.0
3335.0,61.67
3485.0,60.0
3737.0,56.33
3666.0,52.33
3452.0,51.67
3162.0,51.33
2859.0,48.0
2590.0,46.0
2416.0,47.33
2310.0,44.0
2248.0,43.33
2277.0,42.67
2345.0,41.33
2637.0,40.67
3137.0,40.33
3366.0,42.0
3380.0,42.33
3379.0,47.67
3382.0,51.0
3376.0,54.33
3329.0,55.33
3322.0,57.67
3269.0,59.33
3247.0,60.0
3274.0,58.67
3451.0,56.67
3715.0,52.0
3641.0,50.33
3460.0,47.33
3183.0,44.0
2850.0,42.0
2584.0,41.67
2419.0,40.33
2344.0,38.0
2311.0,37.33
2312.0,35.33
2414.0,35.0
2691.0,33.33
3205.0,32.67
3436.0,32.33
3431.0,32.33
3417.0,38.33
3400.0,45.0
3372.0,50.33
3336.0,54.0
3309.0,57.0
3276.0,58.67
3253.0,57.33
3279.0,57.0
3452.0,56.0
3703.0,52.0
3632.0,50.0
3460.0,47.0
3189.0,44.67
2841.0,44.67
2583.0,43.67
2408.0,42.67
2336.0,42.0
2311.0,41.67
2326.0,41.0
2408.0,41.0
2682.0,40.67
3182.0,40.33
3375.0,39.67
3363.0,40.67
3390.0,46.33
3389.0,51.33
3372.0,53.67
3337.0,56.0
3315.0,57.33
3277.0,59.0
3255.0,58.67
3288.0,58.33
3452.0,58.0
3698.0,54.67
3650.0,52.67
3483.0,51.67
3216.0,51.0
2875.0,50.67
2610.0,49.67
2440.0,48.33
2357.0,47.33
2333.0,47.0
2338.0,47.0
2426.0,47.0
2673.0,46.67
3162.0,47.67
3403.0,49.0
3432.0,49.67
3457.0,50.33
3465.0,52.33
3448.0,55.0
3385.0,57.33
3341.0,59.0
3277.0,60.0
3237.0,61.33
3245.0,61.33
3356.0,60.67
3550.0,57.67
3465.0,55.0
3307.0,53.67
3102.0,53.33
2820.0,51.33
2563.0,50.67
2394.0,50.0
2304.0,49.67
2254.0,47.33
2234.0,46.67
2273.0,46.33
2377.0,46.67
2586.0,46.0
2820.0,45.33
3036.0,46.33
3168.0,47.67
3205.0,50.33
3166.0,53.33
3120.0,59.67
3059.0,62.0
3019.0,62.67
3007.0,63.0
3058.0,62.33
3249.0,60.67
3423.0,57.67
3316.0,57.67
3172.0,57.0
2986.0,55.67
2748.0,55.33
2523.0,54.33
2370.0,52.67
2279.0,52.33
2219.0,51.0
2193.0,52.0
2210.0,51.33
2286.0,51.0
2428.0,51.0
2654.0,51.0
2899.0,50.67
3091.0,51.0
3167.0,52.33
3213.0,53.33
3229.0,53.33
3205.0,53.67
3170.0,54.0
3169.0,53.67
3273.0,53.0
3492.0,52.33
3659.0,51.33
3553.0,50.0
3345.0,50.33
3082.0,51.0
2799.0,50.67
2565.0,50.33
2402.0,50.0
2328.0,49.67
2280.0,49.33
2290.0,50.0
2380.0,49.67
2641.0,50.67
3111.0,51.0
3389.0,50.67
3495.0,51.33
3589.0,52.33
3661.0,53.0
3691.0,55.0
3668.0,56.33
3622.0,57.0
3528.0,58.33
3418.0,58.67
3412.0,59.67
3463.0,60.0
3404.0,60.0
3152.0,59.67
2876.0,60.0
2631.0,60.0
2368.0,60.67
2171.0,61.0
2064.0,59.67
2026.0,60.0
1987.0,59.33
1979.0,60.0
2067.0,59.67
2256.0,60.0
2608.0,60.67
2903.0,60.33
3062.0,59.0
3195.0,60.33
3277.0,61.0
3295.0,61.33
3301.0,63.67
3302.0,65.0
3277.0,66.0
3273.0,64.0
3327.0,64.33
3501.0,63.0
3610.0,61.33
3502.0,60.33
3337.0,60.0
3062.0,60.0
2771.0,58.0
2532.0,56.67
2380.0,56.0
2300.0,55.67
2250.0,55.0
2254.0,54.0
2326.0,55.0
2588.0,55.0
3041.0,54.33
3308.0,56.0
3351.0,56.67
3398.0,57.0
3439.0,56.0
3434.0,55.0
3411.0,54.33
3391.0,54.33
3346.0,54.33
3333.0,54.67
3385.0,53.67
3476.0,51.67
3512.0,50.67
3432.0,51.0
3338.0,51.0
3102.0,49.67
2802.0,49.0
2553.0,48.67
2386.0,48.0
2311.0,47.67
2264.0,47.0
2267.0,46.0
2352.0,45.67
2622.0,45.33
3108.0,44.67
3371.0,45.67
3405.0,46.0
3426.0,46.33
3436.0,47.0
3417.0,48.67
3391.0,49.67
3355.0,49.67
3291.0,50.67
3274.0,50.0
3334.0,50.0
3568.0,49.33
3724.0,48.67
3634.0,47.0
3477.0,46.33
3214.0,45.67
2878.0,46.0
2607.0,46.0
2428.0,45.33
2344.0,44.67
2295.0,44.33
2297.0,44.33
2386.0,44.33
2636.0,44.0
3114.0,43.33
3378.0,42.33
3380.0,41.0
3386.0,42.67
3394.0,46.33
3388.0,48.0
3342.0,49.33
3328.0,50.0
3292.0,50.0
3276.0,49.67
3333.0,49.33
3504.0,48.0
3605.0,47.0
3505.0,46.0
3357.0,44.67
3152.0,44.67
2864.0,44.33
2606.0,44.0
2438.0,43.67
2340.0,43.33
2286.0,43.0
2279.0,43.0
2310.0,42.67
2432.0,42.67
2637.0,42.0
2857.0,42.0
3055.0,42.67
3217.0,44.67
3251.0,45.67
3236.0,46.33
3190.0,47.33
3127.0,48.67
3067.0,47.67
3059.0,47.33
3150.0,46.33
3376.0,44.67
3495.0,43.33
3391.0,43.0
3269.0,42.0
3089.0,41.67
2842.0,42.0
2607.0,41.67
2434.0,41.0
2298.0,40.67
2248.0,41.0
2226.0,41.33
2292.0,41.0
2395.0,40.67
2582.0,40.33
2841.0,39.67
3057.0,41.0
3164.0,43.33
3161.0,44.33
3150.0,46.0
3131.0,45.67
3104.0,46.33
3104.0,44.67
3182.0,44.67
3468.0,42.0
3729.0,40.67
3667.0,39.33
3514.0,38.33
3312.0,39.0
3028.0,37.33
2748.0,36.67
2541.0,36.33
2448.0,36.33
2400.0,36.33
2386.0,36.33
2408.0,36.0
2529.0,35.67
2856.0,36.0
3352.0,35.0
3549.0,35.0
3587.0,34.67
3600.0,35.0
3615.0,35.33
3613.0,37.33
3587.0,38.0
3574.0,38.0
3541.0,37.67
3560.0,37.0
3775.0,36.33
4017.0,34.33
3996.0,33.33
3860.0,32.67
3655.0,30.33
3351.0,31.0
3041.0,30.33
2794.0,29.33
2655.0,28.33
2590.0,28.67
2569.0,27.0
2592.0,26.67
2706.0,25.0
3005.0,23.67
3456.0,23.0
3580.0,23.0
3565.0,29.33
3535.0,32.33
3519.0,35.33
3494.0,36.33
3456.0,37.67
3425.0,39.33
3407.0,39.67
3420.0,39.67
3672.0,38.0
3968.0,35.0
3980.0,30.33
3881.0,29.0
3689.0,27.67
3423.0,26.0
3154.0,25.67
2925.0,24.67
2777.0,24.33
2672.0,24.33
2632.0,25.0
2633.0,25.67
2734.0,27.0
3048.0,27.0
3514.0,27.0
3674.0,27.33
3719.0,28.0
3719.0,29.33
3735.0,31.67
3729.0,33.33
3696.0,34.0
3713.0,34.33
3707.0,35.0
3735.0,35.67
3974.0,35.67
4161.0,35.0
4102.0,35.33
3959.0,35.67
3725.0,36.0
3422.0,35.67
3082.0,35.0
2844.0,33.0
2701.0,32.67
2629.0,31.67
2588.0,32.0
2597.0,31.67
2705.0,32.0
2998.0,32.33
3449.0,32.0
3646.0,32.67
3712.0,33.33
3741.0,34.0
3792.0,35.33
3792.0,35.33
3740.0,36.67
3732.0,37.33
3695.0,37.33
3728.0,37.67
3921.0,37.33
4050.0,37.33
4002.0,37.33
3882.0,37.33
3698.0,38.0
3395.0,38.33
3055.0,38.33
2814.0,37.67
2654.0,37.0
2578.0,36.33
2530.0,35.67
2535.0,35.33
2636.0,35.0
