time,load,temp,label
2012/4/25 16:00,3166,52.67,0
2012/4/25 17:00,3211,51.33,0
2012/4/25 18:00,3236,51.33,0
2012/4/25 19:00,3302,50.33,0
2012/4/25 20:00,3338,47.33,0
2012/4/25 21:00,3117,46.33,0
2012/4/25 22:00,2817,43.33,0
2012/4/25 23:00,2561,42.67,0
2012/4/26 0:00,2386,40.67,0
2012/4/26 1:00,2285,39.33,0
2012/4/26 2:00,2262,38,0
2012/4/26 3:00,2276,37.67,0
2012/4/26 4:00,2364,36.67,0
2012/4/26 5:00,2625,35.33,0
2012/4/26 6:00,2973,33.67,0
2012/4/26 7:00,3180,36.67,0
2012/4/26 8:00,3233,43,0
2012/4/26 9:00,3257,47.67,0
2012/4/26 10:00,3264,49.67,0
2012/4/26 11:00,3253,52.33,0
2012/4/26 12:00,3219,54,0
2012/4/26 13:00,3218,56,0
2012/4/26 14:00,3195,57.33,0
2012/4/26 15:00,3184,56.67,0
2012/4/26 16:00,3200,55.67,0
2012/4/26 17:00,3269,51.67,0
2012/4/26 18:00,3322,50.33,0
2012/4/26 19:00,3379,47.67,0
2012/4/26 20:00,3337,47,0
2012/4/26 21:00,3090,47,0
2012/4/26 22:00,2786,47,0
2012/4/26 23:00,2526,47.67,0
2012/4/27 0:00,2365,47.67,0
2012/4/27 1:00,2265,48,0
2012/4/27 2:00,2226,47.67,0
2012/4/27 3:00,2222,47.33,0
2012/4/27 4:00,2289,46.33,0
2012/4/27 5:00,2537,46,0
2012/4/27 6:00,2925,45,0
2012/4/27 7:00,3193,44,0
2012/4/27 8:00,3317,43.67,0
2012/4/27 9:00,3372,43.67,0
2012/4/27 10:00,3414,44,0
2012/4/27 11:00,3400,45,0
2012/4/27 12:00,3332,45.33,0
2012/4/27 13:00,3306,46.67,0
2012/4/27 14:00,3255,45.67,0
2012/4/27 15:00,3209,45.67,0
2012/4/27 16:00,3207,45.33,0
2012/4/27 17:00,3216,44.33,0
2012/4/27 18:00,3222,43,0
2012/4/27 19:00,3281,40.33,0
2012/4/27 20:00,3342,38.33,0
2012/4/27 21:00,3177,37.33,0
2012/4/27 22:00,2902,36.33,0
2012/4/27 23:00,2645,35.33,0
2012/4/28 0:00,2475,34.67,0
2012/4/28 1:00,2377,34.33,0
2012/4/28 2:00,2332,33.67,0
2012/4/28 3:00,2306,33.33,0
2012/4/28 4:00,2359,33,0
2012/4/28 5:00,2468,32.67,0
2012/4/28 6:00,2630,31.67,0
2012/4/28 7:00,2889,33,0
2012/4/28 8:00,3074,34,0
2012/4/28 9:00,3153,36.33,0
2012/4/28 10:00,3174,39.67,0
2012/4/28 11:00,3134,42.67,0
2012/4/28 12:00,3067,44.67,0
2012/4/28 13:00,2995,47.67,0
2012/4/28 14:00,2920,48.67,0
2012/4/28 15:00,2894,51.67,0
2012/4/28 16:00,2935,51,0
2012/4/28 17:00,2992,51.33,0
2012/4/28 18:00,3010,50.67,0
2012/4/28 19:00,3066,49,0
2012/4/28 20:00,3171,44,0
2012/4/28 21:00,3019,42.33,0
2012/4/28 22:00,2783,41.67,0
2012/4/28 23:00,2559,38.33,0
2012/4/29 0:00,2386,37.67,0
2012/4/29 1:00,2300,35.33,0
2012/4/29 2:00,2254,35.33,0
2012/4/29 3:00,2240,34.33,0
2012/4/29 4:00,2268,33.67,0
2012/4/29 5:00,2324,31.33,0
2012/4/29 6:00,2434,29.67,0
2012/4/29 7:00,2643,31.67,0
2012/4/29 8:00,2863,38.67,0
2012/4/29 9:00,2998,43.67,0
2012/4/29 10:00,3035,45.67,0
2012/4/29 11:00,3041,48.33,0
2012/4/29 12:00,3010,50,0
2012/4/29 13:00,2951,50.67,0
2012/4/29 14:00,2903,52.33,0
2012/4/29 15:00,2901,52.33,0
2012/4/29 16:00,2969,52.67,0
2012/4/29 17:00,3063,51,0
2012/4/29 18:00,3114,50,0
2012/4/29 19:00,3197,47.67,0
2012/4/29 20:00,3275,45,0
2012/4/29 21:00,3047,43,0
2012/4/29 22:00,2732,41.67,0
2012/4/29 23:00,2496,40.33,0
2012/4/30 0:00,2365,39.33,0
2012/4/30 1:00,2299,36.33,0
2012/4/30 2:00,2275,37,0
2012/4/30 3:00,2295,34.33,0
2012/4/30 4:00,2396,33,0
2012/4/30 5:00,2661,32,0
2012/4/30 6:00,3087,32.67,0
2012/4/30 7:00,3296,37.33,0
2012/4/30 8:00,3321,41.67,0
2012/4/30 9:00,3330,45.67,0
2012/4/30 10:00,3342,48,0
2012/4/30 11:00,3330,50,0
2012/4/30 12:00,3297,53.33,0
2012/4/30 13:00,3278,54.67,0
2012/4/30 14:00,3233,54.67,0
2012/4/30 15:00,3193,55.33,0
2012/4/30 16:00,3195,56,0
2012/4/30 17:00,3233,55.67,0
2012/4/30 18:00,3273,54.67,0
2012/4/30 19:00,3347,52.67,0
2012/4/30 20:00,3401,51,0
2012/4/30 21:00,3133,50.33,0
2012/4/30 22:00,2788,49.33,0
2012/4/30 23:00,2511,50,0
2012/5/1 0:00,2351,50,0
2012/5/1 1:00,2276,49.67,0
2012/5/1 2:00,2235,49.67,0
2012/5/1 3:00,2241,49.67,0
2012/5/1 4:00,2322,47.33,0
2012/5/1 5:00,2597,46,0
2012/5/1 6:00,3015,45,0
2012/5/1 7:00,3297,44.33,0
2012/5/1 8:00,3380,45,0
2012/5/1 9:00,3453,44.67,0
2012/5/1 10:00,3509,44.67,0
2012/5/1 11:00,3560,45,0
2012/5/1 12:00,3551,45.33,0
2012/5/1 13:00,3509,46,0
2012/5/1 14:00,3469,46.67,0
2012/5/1 15:00,3442,46.33,0
2012/5/1 16:00,3472,46,0
2012/5/1 17:00,3533,46,0
2012/5/1 18:00,3552,45.67,0
2012/5/1 19:00,3554,45.67,0
2012/5/1 20:00,3501,44.67,0
2012/5/1 21:00,3227,44.33,0
2012/5/1 22:00,2876,44.33,0
2012/5/1 23:00,2608,44.33,0
2012/5/2 0:00,2440,44.33,0
2012/5/2 1:00,2353,44.33,0
2012/5/2 2:00,2309,44.33,0
2012/5/2 3:00,2306,44,0
2012/5/2 4:00,2383,44,0
2012/5/2 5:00,2645,44.33,0
2012/5/2 6:00,3059,44.33,0
2012/5/2 7:00,3309,44.33,0
2012/5/2 8:00,3361,45.67,0
2012/5/2 9:00,3399,46.67,0
2012/5/2 10:00,3426,48,0
2012/5/2 11:00,3423,48.67,0
2012/5/2 12:00,3389,50,0
2012/5/2 13:00,3385,52.33,0
2012/5/2 14:00,3337,53,0
2012/5/2 15:00,3290,53.33,0
2012/5/2 16:00,3327,52.67,0
2012/5/2 17:00,3382,52.33,0
2012/5/2 18:00,3427,51,0
2012/5/2 19:00,3478,50.67,0
2012/5/2 20:00,3465,50,0
2012/5/2 21:00,3222,49,0
2012/5/2 22:00,2868,48,0
2012/5/2 23:00,2600,47.67,0
2012/5/3 0:00,2420,47,0
2012/5/3 1:00,2340,46.67,0
2012/5/3 2:00,2296,46,0
2012/5/3 3:00,2289,46,0
2012/5/3 4:00,2378,46.67,0
2012/5/3 5:00,2629,46.67,0
2012/5/3 6:00,3054,46.67,0
2012/5/3 7:00,3314,47.33,0
2012/5/3 8:00,3379,47.67,0
2012/5/3 9:00,3429,48.67,0
2012/5/3 10:00,3460,49.67,0
2012/5/3 11:00,3460,50.33,0
2012/5/3 12:00,3416,51.33,0
2012/5/3 13:00,3398,52,0
2012/5/3 14:00,3354,53.67,0
2012/5/3 15:00,3309,54,0
2012/5/3 16:00,3312,53.67,0
2012/5/3 17:00,3352,53.67,0
2012/5/3 18:00,3375,54,0
2012/5/3 19:00,3430,52.67,0
2012/5/3 20:00,3458,52.33,0
2012/5/3 21:00,3219,51.67,0
2012/5/3 22:00,2865,51,0
2012/5/3 23:00,2568,50.67,0
2012/5/4 0:00,2399,51,0
2012/5/4 1:00,2303,50.33,0
2012/5/4 2:00,2250,51,0
2012/5/4 3:00,2248,50.67,0
2012/5/4 4:00,2328,51,0
2012/5/4 5:00,2574,51,0
2012/5/4 6:00,2999,50.33,0
2012/5/4 7:00,3281,51,0
2012/5/4 8:00,3384,51.67,0
2012/5/4 9:00,3435,52,0
2012/5/4 10:00,3485,52.33,0
2012/5/4 11:00,3456,52,0
2012/5/4 12:00,3420,53.67,0
2012/5/4 13:00,3392,54,0
2012/5/4 14:00,3334,54.67,0
2012/5/4 15:00,3284,55.67,0
2012/5/4 16:00,3294,55.33,0
2012/5/4 17:00,3307,55,0
2012/5/4 18:00,3295,55.33,0
2012/5/4 19:00,3287,55,0
2012/5/4 20:00,3291,54,0
2012/5/4 21:00,3110,52.67,0
2012/5/4 22:00,2838,52.67,0
2012/5/4 23:00,2564,52.33,0
2012/5/5 0:00,2372,52,0
2012/5/5 1:00,2265,49.33,0
2012/5/5 2:00,2203,48,0
2012/5/5 3:00,2184,48,0
2012/5/5 4:00,2214,47.67,0
2012/5/5 5:00,2311,47.67,0
2012/5/5 6:00,2483,47.67,0
2012/5/5 7:00,2752,47.67,0
2012/5/5 8:00,2980,48.33,0
2012/5/5 9:00,3087,50,0
2012/5/5 10:00,3101,52.67,0
2012/5/5 11:00,3095,56,0
2012/5/5 12:00,3036,58.33,0
2012/5/5 13:00,2973,60,0
2012/5/5 14:00,2912,60,0
2012/5/5 15:00,2885,61,0
2012/5/5 16:00,2904,61.67,0
2012/5/5 17:00,2938,61.33,0
2012/5/5 18:00,2932,59.67,0
2012/5/5 19:00,2961,57.33,0
2012/5/5 20:00,3063,55,0
2012/5/5 21:00,2933,52,0
2012/5/5 22:00,2685,50.33,0
2012/5/5 23:00,2459,48.33,0
2012/5/6 0:00,2296,46.33,0
2012/5/6 1:00,2199,46,0
2012/5/6 2:00,2151,45.33,0
2012/5/6 3:00,2137,43.33,0
2012/5/6 4:00,2153,43.33,0
2012/5/6 5:00,2202,43.33,0
2012/5/6 6:00,2305,42.67,0
2012/5/6 7:00,2534,44.33,0
2012/5/6 8:00,2772,47.67,0
2012/5/6 9:00,2901,50.33,0
2012/5/6 10:00,2938,52,0
2012/5/6 11:00,2934,54,0
2012/5/6 12:00,2913,57.67,0
2012/5/6 13:00,2876,59.33,0
2012/5/6 14:00,2833,60.67,0
2012/5/6 15:00,2833,61,0
2012/5/6 16:00,2889,61.67,0
2012/5/6 17:00,2988,61.67,0
2012/5/6 18:00,3039,61.33,0
2012/5/6 19:00,3093,58.33,0
2012/5/6 20:00,3204,54,0
2012/5/6 21:00,2980,52.33,0
2012/5/6 22:00,2663,48.33,0
2012/5/6 23:00,2419,47,0
2012/5/7 0:00,2257,45,0
2012/5/7 1:00,2177,41.67,0
2012/5/7 2:00,2148,40.33,0
2012/5/7 3:00,2150,39.33,0
2012/5/7 4:00,2248,38.33,0
2012/5/7 5:00,2491,37,0
2012/5/7 6:00,2912,37.33,0
2012/5/7 7:00,3172,42.33,0
2012/5/7 8:00,3232,47.67,0
2012/5/7 9:00,3267,53.67,0
2012/5/7 10:00,3301,58.67,0
2012/5/7 11:00,3315,62.67,0
2012/5/7 12:00,3298,65.33,0
2012/5/7 13:00,3301,66.67,0
2012/5/7 14:00,3254,67.33,0
2012/5/7 15:00,3208,67,0
2012/5/7 16:00,3194,68,0
2012/5/7 17:00,3202,67.33,0
2012/5/7 18:00,3206,66,0
2012/5/7 19:00,3256,63,0
2012/5/7 20:00,3339,59,0
2012/5/7 21:00,3100,57,0
2012/5/7 22:00,2748,56,0
2012/5/7 23:00,2451,55.67,0
2012/5/8 0:00,2288,55.67,0
2012/5/8 1:00,2200,54.67,0
2012/5/8 2:00,2154,54.33,0
2012/5/8 3:00,2149,54.33,0
2012/5/8 4:00,2242,53.67,0
2012/5/8 5:00,2490,52,0
2012/5/8 6:00,2915,51.67,0
2012/5/8 7:00,3188,51.33,0
2012/5/8 8:00,3277,50.67,0
2012/5/8 9:00,3338,50,0
2012/5/8 10:00,3391,50,0
2012/5/8 11:00,3413,50,0
2012/5/8 12:00,3409,50,0
2012/5/8 13:00,3423,50.33,0
2012/5/8 14:00,3376,50.33,0
2012/5/8 15:00,3354,50.67,0
2012/5/8 16:00,3416,50.33,0
2012/5/8 17:00,3496,49.67,0
2012/5/8 18:00,3486,50,0
2012/5/8 19:00,3461,50.67,0
2012/5/8 20:00,3383,51.33,0
2012/5/8 21:00,3123,52,0
2012/5/8 22:00,2785,52.33,0
2012/5/8 23:00,2510,53.67,0
2012/5/9 0:00,2336,53.67,0
2012/5/9 1:00,2246,54,0
2012/5/9 2:00,2216,54.33,0
2012/5/9 3:00,2198,54.33,0
2012/5/9 4:00,2284,52.67,0
2012/5/9 5:00,2539,52,0
2012/5/9 6:00,2968,52,0
2012/5/9 7:00,3266,52.67,0
2012/5/9 8:00,3337,53,0
2012/5/9 9:00,3388,54,0
2012/5/9 10:00,3424,55,0
2012/5/9 11:00,3429,56,0
2012/5/9 12:00,3403,59.33,0
2012/5/9 13:00,3418,61.67,0
2012/5/9 14:00,3351,62.67,0
2012/5/9 15:00,3316,63.33,0
2012/5/9 16:00,3348,63,0
2012/5/9 17:00,3403,62,0
2012/5/9 18:00,3417,60.67,0
2012/5/9 19:00,3426,58.67,0
2012/5/9 20:00,3409,57.33,0
2012/5/9 21:00,3171,56.67,0
2012/5/9 22:00,2827,56.33,0
2012/5/9 23:00,2553,56.33,0
2012/5/10 0:00,2384,56,0
2012/5/10 1:00,2297,55.67,0
2012/5/10 2:00,2251,55.33,0
2012/5/10 3:00,2239,54.33,0
2012/5/10 4:00,2323,54,0
2012/5/10 5:00,2555,52.67,0
2012/5/10 6:00,2986,52,0
2012/5/10 7:00,3287,52,0
2012/5/10 8:00,3383,52.33,0
2012/5/10 9:00,3421,52.33,0
2012/5/10 10:00,3457,52.67,0
2012/5/10 11:00,3458,54.33,0
2012/5/10 12:00,3417,56.33,0
2012/5/10 13:00,3390,57,0
2012/5/10 14:00,3348,58.67,0
2012/5/10 15:00,3310,60,0
2012/5/10 16:00,3321,57,0
2012/5/10 17:00,3341,57.33,0
2012/5/10 18:00,3338,55.67,0
2012/5/10 19:00,3364,52.67,0
2012/5/10 20:00,3402,51.67,0
2012/5/10 21:00,3196,50.33,0
2012/5/10 22:00,2861,49.33,0
2012/5/10 23:00,2576,48.67,0
2012/5/11 0:00,2392,47.67,0
2012/5/11 1:00,2314,46.33,0
2012/5/11 2:00,2263,46,0
2012/5/11 3:00,2243,44.33,0
2012/5/11 4:00,2328,44.67,0
2012/5/11 5:00,2558,44.67,0
2012/5/11 6:00,2985,44.33,0
2012/5/11 7:00,3228,47.33,0
2012/5/11 8:00,3289,49.67,0
2012/5/11 9:00,3315,53.33,0
2012/5/11 10:00,3342,54,0
2012/5/11 11:00,3344,56.67,0
2012/5/11 12:00,3293,59.33,0
2012/5/11 13:00,3273,59,0
2012/5/11 14:00,3220,61.33,0
2012/5/11 15:00,3174,61.67,0
2012/5/11 16:00,3153,60.67,0
2012/5/11 17:00,3146,61.33,0
2012/5/11 18:00,3128,62,0
2012/5/11 19:00,3125,60,0
2012/5/11 20:00,3218,57,0
2012/5/11 21:00,3090,52.67,0
2012/5/11 22:00,2819,47.67,0
2012/5/11 23:00,2535,45.67,0
2012/5/12 0:00,2354,43.67,0
2012/5/12 1:00,2255,42.33,0
2012/5/12 2:00,2207,40.67,0
2012/5/12 3:00,2188,39.67,0
2012/5/12 4:00,2222,38.33,0
2012/5/12 5:00,2300,37.67,0
2012/5/12 6:00,2485,37,0
2012/5/12 7:00,2743,42.67,0
2012/5/12 8:00,2971,51,0
2012/5/12 9:00,3066,57.33,0
2012/5/12 10:00,3070,64,0
2012/5/12 11:00,3054,67,0
2012/5/12 12:00,3005,69.33,0
2012/5/12 13:00,2960,71.33,0
2012/5/12 14:00,2924,75,0
2012/5/12 15:00,2939,76.33,0
2012/5/12 16:00,2979,76.67,0
2012/5/12 17:00,3019,77,0
2012/5/12 18:00,3023,77,0
2012/5/12 19:00,3026,75.33,0
2012/5/12 20:00,3117,71,0
2012/5/12 21:00,2995,65,0
2012/5/12 22:00,2730,60.67,0
2012/5/12 23:00,2457,58.67,0
2012/5/13 0:00,2290,57.33,0
2012/5/13 1:00,2188,54,0
2012/5/13 2:00,2126,53,0
2012/5/13 3:00,2093,51.67,0
2012/5/13 4:00,2109,49.67,0
2012/5/13 5:00,2135,49.67,0
2012/5/13 6:00,2264,49,0
2012/5/13 7:00,2504,52.33,0
2012/5/13 8:00,2790,55.67,0
2012/5/13 9:00,2953,59.33,0
2012/5/13 10:00,3003,62,0
2012/5/13 11:00,3008,64,0
2012/5/13 12:00,2991,67.67,0
2012/5/13 13:00,2949,70,0
2012/5/13 14:00,2929,71.33,0
2012/5/13 15:00,2937,71.33,0
2012/5/13 16:00,2998,70,0
2012/5/13 17:00,3065,69,0
2012/5/13 18:00,3094,69.67,0
2012/5/13 19:00,3142,67,0
2012/5/13 20:00,3242,65,0
2012/5/13 21:00,3053,62.33,0
2012/5/13 22:00,2743,61,0
2012/5/13 23:00,2465,59.67,0
2012/5/14 0:00,2294,58,0
2012/5/14 1:00,2202,56,0
2012/5/14 2:00,2159,54.67,0
2012/5/14 3:00,2164,53.67,0
2012/5/14 4:00,2259,53.33,0
2012/5/14 5:00,2491,52.67,0
2012/5/14 6:00,2923,53.67,0
2012/5/14 7:00,3213,54.67,0
2012/5/14 8:00,3317,55.33,0
2012/5/14 9:00,3390,55.33,0
2012/5/14 10:00,3440,56.67,0
2012/5/14 11:00,3460,57.67,0
2012/5/14 12:00,3436,60,0
2012/5/14 13:00,3433,64,0
2012/5/14 14:00,3397,65.67,0
2012/5/14 15:00,3361,65,0
2012/5/14 16:00,3377,64.33,0
2012/5/14 17:00,3420,62.33,0
2012/5/14 18:00,3422,62.33,0
2012/5/14 19:00,3420,61,0
2012/5/14 20:00,3422,59.33,0
2012/5/14 21:00,3172,58.33,0
2012/5/14 22:00,2835,57.33,0
2012/5/14 23:00,2541,56.67,0
2012/5/15 0:00,2361,57,0
2012/5/15 1:00,2272,56.67,0
2012/5/15 2:00,2234,56.67,0
2012/5/15 3:00,2237,56.33,0
2012/5/15 4:00,2324,56.33,0
2012/5/15 5:00,2566,56.33,0
2012/5/15 6:00,2984,56.33,0
2012/5/15 7:00,3280,57.33,0
2012/5/15 8:00,3393,58.67,0
2012/5/15 9:00,3446,60.67,0
2012/5/15 10:00,3507,63.33,0
2012/5/15 11:00,3520,64.67,0
2012/5/15 12:00,3505,65.33,0
2012/5/15 13:00,3494,66,0
2012/5/15 14:00,3451,66,0
2012/5/15 15:00,3410,66,0
2012/5/15 16:00,3415,64.67,0
2012/5/15 17:00,3441,62.33,0
2012/5/15 18:00,3454,61,0
2012/5/15 19:00,3449,60.67,0
2012/5/15 20:00,3452,59.67,0
2012/5/15 21:00,3228,59.33,0
2012/5/15 22:00,2865,58.67,0
2012/5/15 23:00,2553,58.67,0
2012/5/16 0:00,2380,58.67,0
2012/5/16 1:00,2289,58,0
2012/5/16 2:00,2250,58,0
2012/5/16 3:00,2247,58,0
2012/5/16 4:00,2332,58.33,0
2012/5/16 5:00,2587,58.33,0
2012/5/16 6:00,3000,58,0
2012/5/16 7:00,3296,58.33,0
2012/5/16 8:00,3383,59.67,0
2012/5/16 9:00,3442,61.67,0
2012/5/16 10:00,3500,63,0
2012/5/16 11:00,3534,63.33,0
2012/5/16 12:00,3542,64.33,0
2012/5/16 13:00,3537,65.67,0
2012/5/16 14:00,3504,68,0
2012/5/16 15:00,3484,69,0
2012/5/16 16:00,3502,67.67,0
2012/5/16 17:00,3516,65.33,0
2012/5/16 18:00,3518,65.67,0
2012/5/16 19:00,3520,64,0
2012/5/16 20:00,3552,61.67,0
2012/5/16 21:00,3288,61,0
2012/5/16 22:00,2944,58,0
2012/5/16 23:00,2612,58.33,0
2012/5/17 0:00,2432,57.67,0
2012/5/17 1:00,2336,57.33,0
2012/5/17 2:00,2298,56.67,0
2012/5/17 3:00,2284,55.33,0
2012/5/17 4:00,2355,54,0
2012/5/17 5:00,2561,52,0
2012/5/17 6:00,2981,50.33,0
2012/5/17 7:00,3260,51.33,0
2012/5/17 8:00,3340,53.67,0
2012/5/17 9:00,3369,55.67,0
2012/5/17 10:00,3408,57.67,0
2012/5/17 11:00,3420,60,0
2012/5/17 12:00,3397,61.67,0
2012/5/17 13:00,3391,63,0
2012/5/17 14:00,3348,64.33,0
2012/5/17 15:00,3313,64.67,0
2012/5/17 16:00,3305,65.33,0
2012/5/17 17:00,3304,65.33,0
2012/5/17 18:00,3292,64.33,0
2012/5/17 19:00,3291,62.67,0
2012/5/17 20:00,3403,58.33,0
2012/5/17 21:00,3236,53,0
2012/5/17 22:00,2870,51,0
2012/5/17 23:00,2583,47.67,0
2012/5/18 0:00,2400,45.67,0
2012/5/18 1:00,2311,43.33,0
2012/5/18 2:00,2261,42,0
2012/5/18 3:00,2256,40.67,0
2012/5/18 4:00,2332,40.33,0
2012/5/18 5:00,2525,39,0
2012/5/18 6:00,2928,39,0
2012/5/18 7:00,3200,45,0
2012/5/18 8:00,3263,50.67,0
2012/5/18 9:00,3318,57,0
2012/5/18 10:00,3357,61.33,0
2012/5/18 11:00,3366,64,0
2012/5/18 12:00,3349,66,0
2012/5/18 13:00,3328,67,0
2012/5/18 14:00,3300,67.33,0
2012/5/18 15:00,3263,69,0
2012/5/18 16:00,3244,69.33,0
2012/5/18 17:00,3211,69.33,0
2012/5/18 18:00,3178,69,0
2012/5/18 19:00,3161,66.33,0
2012/5/18 20:00,3246,63,0
2012/5/18 21:00,3126,58.67,0
2012/5/18 22:00,2839,56.33,0
2012/5/18 23:00,2557,53.33,0
2012/5/19 0:00,2368,52.33,0
2012/5/19 1:00,2258,50.33,0
2012/5/19 2:00,2198,48.67,0
2012/5/19 3:00,2173,48,0
2012/5/19 4:00,2203,46,0
2012/5/19 5:00,2262,44.67,0
2012/5/19 6:00,2441,45.33,0
2012/5/19 7:00,2698,50,0
2012/5/19 8:00,2926,55.67,0
2012/5/19 9:00,3051,60.67,0
2012/5/19 10:00,3094,66,0
2012/5/19 11:00,3101,71,0
2012/5/19 12:00,3082,73.33,0
2012/5/19 13:00,3042,75,0
2012/5/19 14:00,3026,76.33,0
2012/5/19 15:00,3037,77.33,0
2012/5/19 16:00,3087,77.67,0
2012/5/19 17:00,3131,77,0
2012/5/19 18:00,3124,77.33,0
2012/5/19 19:00,3098,72.33,0
2012/5/19 20:00,3172,68.33,0
2012/5/19 21:00,3072,64,0
2012/5/19 22:00,2781,61.67,0
2012/5/19 23:00,2534,58.67,0
2012/5/20 0:00,2358,56.33,0
2012/5/20 1:00,2238,55.33,0
2012/5/20 2:00,2154,53.67,0
2012/5/20 3:00,2131,52.33,0
2012/5/20 4:00,2141,51.67,0
2012/5/20 5:00,2152,52,0
2012/5/20 6:00,2276,51,0
2012/5/20 7:00,2522,56.67,0
2012/5/20 8:00,2804,61,0
2012/5/20 9:00,2973,67,0
2012/5/20 10:00,3067,71.67,0
2012/5/20 11:00,3117,75.33,0
2012/5/20 12:00,3139,77.67,0
2012/5/20 13:00,3125,79,0
2012/5/20 14:00,3121,81,0
2012/5/20 15:00,3139,81.67,0
2012/5/20 16:00,3198,81.33,0
2012/5/20 17:00,3256,80.33,0
2012/5/20 18:00,3284,78.67,0
2012/5/20 19:00,3285,76,0
2012/5/20 20:00,3362,72,0
2012/5/20 21:00,3180,68,0
2012/5/20 22:00,2807,64.67,0
2012/5/20 23:00,2528,63.33,0
2012/5/21 0:00,2371,63,0
2012/5/21 1:00,2283,61,0
2012/5/21 2:00,2239,59.67,0
2012/5/21 3:00,2230,57.33,0
2012/5/21 4:00,2302,56.33,0
2012/5/21 5:00,2501,54,0
2012/5/21 6:00,2901,53,0
2012/5/21 7:00,3237,59,0
2012/5/21 8:00,3369,62.33,0
2012/5/21 9:00,3464,66.67,0
2012/5/21 10:00,3573,69.33,0
2012/5/21 11:00,3618,72.67,0
2012/5/21 12:00,3637,74,0
2012/5/21 13:00,3652,74.33,0
2012/5/21 14:00,3626,74.67,0
2012/5/21 15:00,3594,74.33,0
2012/5/21 16:00,3579,72.67,0
2012/5/21 17:00,3573,71,0
2012/5/21 18:00,3551,67.67,0
2012/5/21 19:00,3545,64,0
2012/5/21 20:00,3565,63.33,0
2012/5/21 21:00,3339,62.67,0
2012/5/21 22:00,2942,62,0
2012/5/21 23:00,2640,61,0
2012/5/22 0:00,2464,60.67,0
2012/5/22 1:00,2377,59.67,0
2012/5/22 2:00,2331,59.67,0
2012/5/22 3:00,2322,59.67,0
2012/5/22 4:00,2397,59.67,0
2012/5/22 5:00,2615,60,0
2012/5/22 6:00,3009,59.67,0
2012/5/22 7:00,3280,60,0
2012/5/22 8:00,3373,61.33,0
2012/5/22 9:00,3463,63,0
2012/5/22 10:00,3557,63,0
2012/5/22 11:00,3574,63.67,0
2012/5/22 12:00,3575,65.33,0
2012/5/22 13:00,3580,67.67,0
2012/5/22 14:00,3548,68,0
2012/5/22 15:00,3518,67.67,0
2012/5/22 16:00,3524,66.67,0
2012/5/22 17:00,3552,66.33,0
2012/5/22 18:00,3543,66,0
2012/5/22 19:00,3512,66,0
2012/5/22 20:00,3503,63,0
2012/5/22 21:00,3287,62,0
2012/5/22 22:00,2949,62.67,0
2012/5/22 23:00,2635,63,0
2012/5/23 0:00,2443,62.67,0
2012/5/23 1:00,2354,61.33,0
2012/5/23 2:00,2317,61,0
2012/5/23 3:00,2294,60.33,0
2012/5/23 4:00,2374,60.33,0
2012/5/23 5:00,2582,60,0
2012/5/23 6:00,2998,60,0
2012/5/23 7:00,3314,61,0
2012/5/23 8:00,3420,62,0
2012/5/23 9:00,3505,63,0
2012/5/23 10:00,3592,65.67,0
2012/5/23 11:00,3638,68,0
2012/5/23 12:00,3644,68.67,0
2012/5/23 13:00,3679,70.33,0
2012/5/23 14:00,3653,73.33,0
2012/5/23 15:00,3601,73,0
2012/5/23 16:00,3621,73.67,0
2012/5/23 17:00,3618,74.33,0
2012/5/23 18:00,3603,73.33,0
2012/5/23 19:00,3552,72,0
2012/5/23 20:00,3598,68.33,0
2012/5/23 21:00,3417,65.33,0
2012/5/23 22:00,3055,62.67,0
2012/5/23 23:00,2710,61,0
2012/5/24 0:00,2506,60.67,0
2012/5/24 1:00,2393,60.33,0
2012/5/24 2:00,2300,59.33,0
2012/5/24 3:00,2275,59,0
2012/5/24 4:00,2331,58,0
2012/5/24 5:00,2557,57,0
2012/5/24 6:00,2988,57,0
2012/5/24 7:00,3287,59.33,0
2012/5/24 8:00,3410,62.67,0
2012/5/24 9:00,3499,64.67,0
2012/5/24 10:00,3596,65.33,0
2012/5/24 11:00,3652,67.67,0
2012/5/24 12:00,3647,70.67,0
2012/5/24 13:00,3669,70.33,0
2012/5/24 14:00,3663,70.67,0
2012/5/24 15:00,3631,70.33,0
2012/5/24 16:00,3638,72,0
2012/5/24 17:00,3588,71.67,0
2012/5/24 18:00,3540,69.67,0
2012/5/24 19:00,3515,69,0
2012/5/24 20:00,3572,66.67,0
2012/5/24 21:00,3416,64.33,0
2012/5/24 22:00,3040,62.33,0
2012/5/24 23:00,2694,61.67,0
2012/5/25 0:00,2496,61.33,0
2012/5/25 1:00,2394,61,0
2012/5/25 2:00,2336,61,0
2012/5/25 3:00,2330,60.67,0
2012/5/25 4:00,2392,61,0
2012/5/25 5:00,2581,60.67,0
2012/5/25 6:00,2974,60.33,0
2012/5/25 7:00,3288,61,0
2012/5/25 8:00,3410,62,0
2012/5/25 9:00,3483,62.33,0
2012/5/25 10:00,3547,63,0
2012/5/25 11:00,3580,64.33,0
2012/5/25 12:00,3560,66,0
2012/5/25 13:00,3555,67.33,0
2012/5/25 14:00,3511,66.33,0
2012/5/25 15:00,3496,67.67,0
2012/5/25 16:00,3494,69,0
2012/5/25 17:00,3478,69,0
2012/5/25 18:00,3453,69,0
