Date,Hour,load,T
2012/11/25,23,3141,30.00
2012/11/25,24,2903,29.67
2012/11/26,1,2757,30.33
2012/11/26,2,2686,29.33
2012/11/26,3,2657,26.00
2012/11/26,4,2672,26.33
2012/11/26,5,2758,26.00
2012/11/26,6,3043,25.00
2012/11/26,7,3550,27.33
2012/11/26,8,3743,28.00
2012/11/26,9,3747,29.00
2012/11/26,10,3751,31.33
2012/11/26,11,3737,34.67
2012/11/26,12,3698,36.67
2012/11/26,13,3659,38.00
2012/11/26,14,3638,38.00
2012/11/26,15,3599,39.33
2012/11/26,16,3636,38.00
2012/11/26,17,3949,36.00
2012/11/26,18,4206,33.67
2012/11/26,19,4204,30.67
2012/11/26,20,4096,29.33
2012/11/26,21,3913,26.67
2012/11/26,22,3606,25.33
2012/11/26,23,3272,24.67
2012/11/26,24,2991,25.00
2012/11/27,1,2819,24.00
2012/11/27,2,2741,23.67
2012/11/27,3,2697,22.33
2012/11/27,4,2710,21.33
2012/11/27,5,2828,22.67
2012/11/27,6,3128,23.67
2012/11/27,7,3623,24.67
2012/11/27,8,3824,25.33
2012/11/27,9,3831,26.33
2012/11/27,10,3824,28.33
2012/11/27,11,3815,30.67
2012/11/27,12,3805,32.00
2012/11/27,13,3749,33.33
2012/11/27,14,3732,35.00
2012/11/27,15,3693,35.00
2012/11/27,16,3728,35.33
2012/11/27,17,4008,34.00
2012/11/27,18,4205,32.67
2012/11/27,19,4196,32.00
2012/11/27,20,4073,31.67
2012/11/27,21,3880,31.00
2012/11/27,22,3589,30.00
2012/11/27,23,3259,28.67
2012/11/27,24,2973,28.33
2012/11/28,1,2785,28.33
2012/11/28,2,2700,28.00
2012/11/28,3,2670,27.33
2012/11/28,4,2678,26.33
2012/11/28,5,2783,26.00
2012/11/28,6,3061,27.67
2012/11/28,7,3564,27.67
2012/11/28,8,3804,27.33
2012/11/28,9,3790,28.00
2012/11/28,10,3795,29.67
2012/11/28,11,3782,32.00
2012/11/28,12,3737,33.67
2012/11/28,13,3675,34.33
2012/11/28,14,3684,35.33
2012/11/28,15,3674,35.33
2012/11/28,16,3728,35.00
2012/11/28,17,4040,34.33
2012/11/28,18,4252,32.33
2012/11/28,19,4215,31.00
2012/11/28,20,4103,30.67
2012/11/28,21,3929,30.67
2012/11/28,22,3653,28.33
2012/11/28,23,3306,27.33
2012/11/28,24,3019,26.67
2012/11/29,1,2850,28.00
2012/11/29,2,2775,26.67
2012/11/29,3,2749,26.00
2012/11/29,4,2764,28.33
2012/11/29,5,2857,28.67
2012/11/29,6,3142,27.67
2012/11/29,7,3651,26.00
2012/11/29,8,3846,26.67
2012/11/29,9,3827,29.00
2012/11/29,10,3817,31.67
2012/11/29,11,3792,33.67
2012/11/29,12,3739,36.67
2012/11/29,13,3683,37.67
2012/11/29,14,3675,38.67
2012/11/29,15,3641,39.67
2012/11/29,16,3703,39.67
2012/11/29,17,4006,37.67
2012/11/29,18,4217,37.33
2012/11/29,19,4212,35.33
2012/11/29,20,4096,35.00
2012/11/29,21,3900,34.33
2012/11/29,22,3604,34.33
2012/11/29,23,3279,32.67
2012/11/29,24,2996,30.00
2012/11/30,1,2831,29.33
2012/11/30,2,2767,27.33
2012/11/30,3,2729,26.67
2012/11/30,4,2751,24.33
2012/11/30,5,2864,22.00
2012/11/30,6,3160,20.67
2012/11/30,7,3679,18.33
2012/11/30,8,3876,17.33
2012/11/30,9,3893,17.33
2012/11/30,10,3898,18.67
2012/11/30,11,3890,21.33
2012/11/30,12,3841,22.00
2012/11/30,13,3784,23.00
2012/11/30,14,3754,24.33
2012/11/30,15,3725,25.33
2012/11/30,16,3793,24.00
2012/11/30,17,4090,23.33
2012/11/30,18,4219,22.33
2012/11/30,19,4144,21.33
2012/11/30,20,4037,20.33
2012/11/30,21,3925,19.67
2012/11/30,22,3721,19.33
2012/11/30,23,3420,19.33
2012/11/30,24,3125,20.33
2012/12/1,1,2941,20.33
2012/12/1,2,2839,20.67
2012/12/1,3,2773,21.00
2012/12/1,4,2759,21.00
2012/12/1,5,2794,20.33
2012/12/1,6,2899,20.67
2012/12/1,7,3133,21.33
2012/12/1,8,3380,21.67
2012/12/1,9,3607,22.33
2012/12/1,10,3743,22.33
2012/12/1,11,3773,23.00
2012/12/1,12,3757,24.00
2012/12/1,13,3715,24.67
2012/12/1,14,3676,25.33
2012/12/1,15,3654,26.00
2012/12/1,16,3705,26.00
2012/12/1,17,3951,26.33
2012/12/1,18,4042,26.33
2012/12/1,19,3970,26.33
2012/12/1,20,3837,26.33
2012/12/1,21,3693,27.00
2012/12/1,22,3486,27.33
2012/12/1,23,3207,27.33
2012/12/1,24,2917,27.67
2012/12/2,1,2715,28.33
2012/12/2,2,2596,28.67
2012/12/2,3,2529,29.00
2012/12/2,4,2503,29.67
2012/12/2,5,2517,30.33
2012/12/2,6,2592,30.67
2012/12/2,7,2750,31.33
2012/12/2,8,2975,32.33
2012/12/2,9,3251,33.33
2012/12/2,10,3413,34.67
2012/12/2,11,3483,35.67
2012/12/2,12,3515,36.33
2012/12/2,13,3491,37.33
2012/12/2,14,3450,38.33
2012/12/2,15,3419,39.67
2012/12/2,16,3481,41.00
2012/12/2,17,3818,42.00
2012/12/2,18,3946,41.67
2012/12/2,19,3865,42.00
2012/12/2,20,3718,42.33
2012/12/2,21,3527,43.33
2012/12/2,22,3256,44.33
2012/12/2,23,2936,46.00
2012/12/2,24,2661,46.67
2012/12/3,1,2502,45.67
2012/12/3,2,2409,45.33
2012/12/3,3,2366,44.33
2012/12/3,4,2385,44.67
2012/12/3,5,2492,44.67
2012/12/3,6,2775,45.00
2012/12/3,7,3264,43.67
2012/12/3,8,3466,41.67
2012/12/3,9,3473,41.00
2012/12/3,10,3495,44.33
2012/12/3,11,3499,47.33
2012/12/3,12,3462,48.67
2012/12/3,13,3421,49.33
2012/12/3,14,3402,50.00
2012/12/3,15,3371,49.33
2012/12/3,16,3408,48.00
2012/12/3,17,3744,45.00
2012/12/3,18,3981,43.00
2012/12/3,19,3955,41.67
2012/12/3,20,3860,39.33
2012/12/3,21,3671,36.33
2012/12/3,22,3385,35.00
2012/12/3,23,3058,33.33
2012/12/3,24,2759,32.00
2012/12/4,1,2577,31.67
2012/12/4,2,2476,31.67
2012/12/4,3,2441,31.67
2012/12/4,4,2443,31.67
2012/12/4,5,2540,32.00
2012/12/4,6,2826,34.33
2012/12/4,7,3333,35.00
2012/12/4,8,3559,36.33
2012/12/4,9,3591,37.67
2012/12/4,10,3614,38.67
2012/12/4,11,3622,40.00
2012/12/4,12,3598,42.33
2012/12/4,13,3577,43.67
2012/12/4,14,3569,44.67
2012/12/4,15,3544,45.67
2012/12/4,16,3589,46.00
2012/12/4,17,3882,47.00
2012/12/4,18,4040,47.67
2012/12/4,19,4005,48.00
2012/12/4,20,3880,47.00
2012/12/4,21,3689,47.67
2012/12/4,22,3400,48.33
2012/12/4,23,3047,48.67
2012/12/4,24,2734,49.00
2012/12/5,1,2539,51.00
2012/12/5,2,2451,51.00
2012/12/5,3,2387,51.33
2012/12/5,4,2383,51.33
2012/12/5,5,2471,51.33
2012/12/5,6,2738,50.67
2012/12/5,7,3206,50.33
2012/12/5,8,3447,49.67
2012/12/5,9,3404,48.33
2012/12/5,10,3405,47.67
2012/12/5,11,3417,48.67
2012/12/5,12,3445,48.33
2012/12/5,13,3439,47.67
2012/12/5,14,3454,46.33
2012/12/5,15,3453,45.33
2012/12/5,16,3562,42.67
2012/12/5,17,3945,39.33
2012/12/5,18,4135,37.67
2012/12/5,19,4137,35.33
2012/12/5,20,4057,33.67
2012/12/5,21,3903,33.00
2012/12/5,22,3660,32.33
2012/12/5,23,3309,31.67
2012/12/5,24,3023,31.00
2012/12/6,1,2864,30.33
2012/12/6,2,2787,30.33
2012/12/6,3,2753,30.00
2012/12/6,4,2762,29.00
2012/12/6,5,2874,28.67
2012/12/6,6,3184,28.33
2012/12/6,7,3689,28.00
2012/12/6,8,3867,27.33
2012/12/6,9,3855,27.67
2012/12/6,10,3839,29.67
2012/12/6,11,3810,31.00
2012/12/6,12,3758,33.33
2012/12/6,13,3686,34.33
2012/12/6,14,3663,36.00
2012/12/6,15,3633,36.67
2012/12/6,16,3671,36.67
2012/12/6,17,4039,34.33
2012/12/6,18,4274,30.67
2012/12/6,19,4267,27.67
2012/12/6,20,4193,26.00
2012/12/6,21,4022,25.67
2012/12/6,22,3770,25.33
2012/12/6,23,3417,25.33
2012/12/6,24,3103,25.00
2012/12/7,1,2912,25.33
2012/12/7,2,2825,25.00
2012/12/7,3,2766,24.67
2012/12/7,4,2774,24.67
2012/12/7,5,2872,25.00
2012/12/7,6,3144,25.67
2012/12/7,7,3631,26.33
2012/12/7,8,3836,26.67
2012/12/7,9,3833,27.33
2012/12/7,10,3802,30.33
2012/12/7,11,3782,33.00
2012/12/7,12,3717,36.00
2012/12/7,13,3641,38.33
2012/12/7,14,3606,38.67
2012/12/7,15,3586,39.00
2012/12/7,16,3637,39.33
2012/12/7,17,3935,38.67
2012/12/7,18,4019,38.33
2012/12/7,19,3945,37.67
2012/12/7,20,3814,37.00
2012/12/7,21,3652,37.00
2012/12/7,22,3429,37.00
2012/12/7,23,3137,36.33
2012/12/7,24,2839,35.67
2012/12/8,1,2637,36.00
2012/12/8,2,2509,36.00
2012/12/8,3,2449,36.00
2012/12/8,4,2435,35.33
2012/12/8,5,2482,35.33
2012/12/8,6,2587,34.00
2012/12/8,7,2811,34.33
2012/12/8,8,3080,34.67
2012/12/8,9,3340,34.67
2012/12/8,10,3502,35.67
2012/12/8,11,3563,36.67
2012/12/8,12,3558,37.00
2012/12/8,13,3514,38.33
2012/12/8,14,3454,38.67
2012/12/8,15,3426,38.67
2012/12/8,16,3470,38.67
2012/12/8,17,3751,39.00
2012/12/8,18,3849,39.00
2012/12/8,19,3757,39.00
2012/12/8,20,3621,39.33
2012/12/8,21,3487,39.33
2012/12/8,22,3276,39.33
2012/12/8,23,3023,39.33
2012/12/8,24,2761,38.67
2012/12/9,1,2560,40.00
2012/12/9,2,2448,39.33
2012/12/9,3,2404,38.33
2012/12/9,4,2388,37.33
2012/12/9,5,2422,36.00
2012/12/9,6,2506,34.33
2012/12/9,7,2677,33.00
2012/12/9,8,2880,33.00
2012/12/9,9,3124,34.00
2012/12/9,10,3275,36.67
2012/12/9,11,3325,39.00
2012/12/9,12,3334,39.67
2012/12/9,13,3308,41.00
2012/12/9,14,3259,41.00
2012/12/9,15,3233,41.67
2012/12/9,16,3310,41.67
2012/12/9,17,3758,38.33
2012/12/9,18,3993,33.00
2012/12/9,19,3947,31.00
2012/12/9,20,3830,30.33
2012/12/9,21,3652,32.00
2012/12/9,22,3366,32.67
2012/12/9,23,3039,33.00
2012/12/9,24,2754,33.00
2012/12/10,1,2593,33.00
2012/12/10,2,2515,33.33
2012/12/10,3,2486,35.00
2012/12/10,4,2497,36.67
2012/12/10,5,2601,37.33
2012/12/10,6,2873,38.33
2012/12/10,7,3354,39.00
2012/12/10,8,3639,39.67
2012/12/10,9,3711,40.00
2012/12/10,10,3769,37.67
2012/12/10,11,3800,37.67
2012/12/10,12,3791,37.67
2012/12/10,13,3755,38.67
2012/12/10,14,3737,39.67
2012/12/10,15,3696,40.33
2012/12/10,16,3759,40.67
2012/12/10,17,4035,41.00
2012/12/10,18,4167,40.67
2012/12/10,19,4122,40.00
2012/12/10,20,3990,39.67
2012/12/10,21,3775,38.67
2012/12/10,22,3475,38.33
2012/12/10,23,3154,38.33
2012/12/10,24,2843,37.67
2012/12/11,1,2615,38.67
2012/12/11,2,2500,38.33
2012/12/11,3,2434,38.00
2012/12/11,4,2432,37.00
2012/12/11,5,2547,37.33
2012/12/11,6,2829,36.33
2012/12/11,7,3317,35.67
2012/12/11,8,3592,35.33
2012/12/11,9,3637,35.67
2012/12/11,10,3645,36.00
2012/12/11,11,3669,36.33
2012/12/11,12,3657,36.33
2012/12/11,13,3631,36.67
2012/12/11,14,3620,36.33
2012/12/11,15,3603,37.00
2012/12/11,16,3669,35.67
2012/12/11,17,4013,34.00
2012/12/11,18,4261,32.67
2012/12/11,19,4248,30.67
2012/12/11,20,4149,30.33
2012/12/11,21,3982,29.00
2012/12/11,22,3693,29.67
2012/12/11,23,3342,28.33
2012/12/11,24,3047,28.00
2012/12/12,1,2859,26.33
2012/12/12,2,2771,26.33
2012/12/12,3,2726,25.00
2012/12/12,4,2740,24.00
2012/12/12,5,2856,23.00
2012/12/12,6,3155,22.00
2012/12/12,7,3662,21.00
2012/12/12,8,3877,20.33
2012/12/12,9,3879,21.00
2012/12/12,10,3827,25.00
2012/12/12,11,3797,29.67
2012/12/12,12,3739,32.67
2012/12/12,13,3670,34.67
2012/12/12,14,3659,36.33
2012/12/12,15,3632,37.67
2012/12/12,16,3690,37.67
2012/12/12,17,4071,36.00
2012/12/12,18,4289,33.67
2012/12/12,19,4261,32.00
2012/12/12,20,4201,29.33
2012/12/12,21,4033,28.33
2012/12/12,22,3762,27.00
2012/12/12,23,3411,26.33
2012/12/12,24,3083,26.33
2012/12/13,1,2883,24.33
2012/12/13,2,2784,25.33
2012/12/13,3,2742,26.00
2012/12/13,4,2747,24.33
2012/12/13,5,2856,24.33
2012/12/13,6,3150,22.67
2012/12/13,7,3654,23.33
2012/12/13,8,3850,23.33
2012/12/13,9,3825,22.33
2012/12/13,10,3770,28.33
2012/12/13,11,3721,33.00
2012/12/13,12,3653,37.00
2012/12/13,13,3587,39.67
2012/12/13,14,3567,39.67
2012/12/13,15,3546,39.00
2012/12/13,16,3590,39.33
2012/12/13,17,3959,37.67
2012/12/13,18,4231,32.00
2012/12/13,19,4236,30.33
2012/12/13,20,4147,29.33
2012/12/13,21,4000,29.00
2012/12/13,22,3750,27.67
2012/12/13,23,3394,28.00
2012/12/13,24,3085,28.00
2012/12/14,1,2892,28.67
2012/12/14,2,2789,28.33
2012/12/14,3,2749,28.67
2012/12/14,4,2753,28.33
2012/12/14,5,2851,26.67
2012/12/14,6,3147,26.33
2012/12/14,7,3645,26.67
2012/12/14,8,3857,25.00
2012/12/14,9,3842,25.67
2012/12/14,10,3784,29.33
2012/12/14,11,3749,34.00
2012/12/14,12,3698,38.00
2012/12/14,13,3632,42.00
2012/12/14,14,3588,43.67
2012/12/14,15,3570,44.00
2012/12/14,16,3607,43.33
2012/12/14,17,3953,42.00
2012/12/14,18,4117,40.67
2012/12/14,19,4062,40.00
2012/12/14,20,3953,37.67
2012/12/14,21,3814,37.00
2012/12/14,22,3612,36.67
2012/12/14,23,3309,36.33
2012/12/14,24,2991,37.00
2012/12/15,1,2774,34.33
2012/12/15,2,2646,35.00
2012/12/15,3,2614,33.00
2012/12/15,4,2613,31.33
2012/12/15,5,2665,30.33
2012/12/15,6,2791,28.67
2012/12/15,7,3041,27.00
2012/12/15,8,3308,25.67
2012/12/15,9,3534,25.00
2012/12/15,10,3633,27.67
2012/12/15,11,3629,29.33
2012/12/15,12,3582,30.67
2012/12/15,13,3500,32.33
2012/12/15,14,3442,33.00
2012/12/15,15,3432,33.33
2012/12/15,16,3507,32.00
2012/12/15,17,3891,29.00
2012/12/15,18,4092,26.33
2012/12/15,19,4036,23.00
2012/12/15,20,3935,22.00
2012/12/15,21,3812,21.33
2012/12/15,22,3646,20.00
2012/12/15,23,3393,19.67
2012/12/15,24,3125,20.67
2012/12/16,1,2922,20.67
2012/12/16,2,2810,20.67
2012/12/16,3,2749,20.67
2012/12/16,4,2732,20.33
2012/12/16,5,2773,20.67
2012/12/16,6,2856,20.67
2012/12/16,7,3034,21.33
2012/12/16,8,3255,21.33
2012/12/16,9,3552,22.67
2012/12/16,10,3738,23.67
2012/12/16,11,3808,24.67
2012/12/16,12,3839,25.00
2012/12/16,13,3863,25.00
2012/12/16,14,3867,25.00
2012/12/16,15,3867,25.00
2012/12/16,16,3955,25.00
2012/12/16,17,4255,24.67
2012/12/16,18,4382,24.67
2012/12/16,19,4325,24.67
2012/12/16,20,4192,24.67
2012/12/16,21,4005,24.67
2012/12/16,22,3733,24.67
2012/12/16,23,3397,25.00
2012/12/16,24,3094,26.33
2012/12/17,1,2899,26.33
2012/12/17,2,2791,26.67
2012/12/17,3,2752,27.00
2012/12/17,4,2726,26.67
2012/12/17,5,2845,27.00
2012/12/17,6,3121,27.00
2012/12/17,7,3568,27.00
2012/12/17,8,3824,27.00
2012/12/17,9,3935,28.00
2012/12/17,10,3970,28.67
2012/12/17,11,4013,29.00
2012/12/17,12,4014,29.67
2012/12/17,13,3972,30.33
2012/12/17,14,3954,31.00
2012/12/17,15,3900,31.00
2012/12/17,16,3938,31.33
2012/12/17,17,4207,31.67
2012/12/17,18,4337,32.00
2012/12/17,19,4313,32.67
2012/12/17,20,4170,33.00
2012/12/17,21,3972,33.67
2012/12/17,22,3666,33.67
2012/12/17,23,3282,34.00
2012/12/17,24,2948,34.67
2012/12/18,1,2734,34.67
2012/12/18,2,2647,34.67
2012/12/18,3,2597,35.33
2012/12/18,4,2584,35.67
2012/12/18,5,2674,36.00
2012/12/18,6,2952,36.67
2012/12/18,7,3424,36.33
2012/12/18,8,3695,39.00
2012/12/18,9,3731,39.33
2012/12/18,10,3750,39.33
2012/12/18,11,3774,41.00
2012/12/18,12,3773,41.67
2012/12/18,13,3738,42.00
2012/12/18,14,3725,42.00
2012/12/18,15,3693,43.00
2012/12/18,16,3738,42.67
2012/12/18,17,4020,41.67
2012/12/18,18,4189,41.00
2012/12/18,19,4149,41.00
2012/12/18,20,4033,40.67
2012/12/18,21,3839,40.00
2012/12/18,22,3539,40.00
2012/12/18,23,3191,38.67
2012/12/18,24,2858,38.00
2012/12/19,1,2639,38.00
2012/12/19,2,2521,37.33
2012/12/19,3,2482,37.00
2012/12/19,4,2482,36.67
2012/12/19,5,2586,36.33
2012/12/19,6,2880,36.33
2012/12/19,7,3379,36.00
2012/12/19,8,3641,36.00
2012/12/19,9,3669,35.00
2012/12/19,10,3678,36.33
2012/12/19,11,3686,38.00
2012/12/19,12,3670,38.00
2012/12/19,13,3629,38.67
2012/12/19,14,3628,39.33
2012/12/19,15,3615,38.33
2012/12/19,16,3670,38.67
2012/12/19,17,3994,37.67
2012/12/19,18,4188,37.33
2012/12/19,19,4169,36.67
2012/12/19,20,4086,36.33
2012/12/19,21,3931,36.00
2012/12/19,22,3661,36.33
2012/12/19,23,3290,36.00
2012/12/19,24,2960,35.67
2012/12/20,1,2754,35.00
2012/12/20,2,2634,34.33
2012/12/20,3,2594,34.00
2012/12/20,4,2601,34.33
2012/12/20,5,2703,33.00
2012/12/20,6,3007,31.00
2012/12/20,7,3507,30.00
2012/12/20,8,3732,30.00
2012/12/20,9,3749,31.00
2012/12/20,10,3744,33.00
2012/12/20,11,3722,34.00
2012/12/20,12,3706,35.33
2012/12/20,13,3657,37.00
2012/12/20,14,3641,37.33
2012/12/20,15,3640,37.67
2012/12/20,16,3704,36.67
2012/12/20,17,4016,36.00
2012/12/20,18,4182,34.33
2012/12/20,19,4151,33.33
2012/12/20,20,4080,33.33
2012/12/20,21,3982,33.33
2012/12/20,22,3708,34.00
2012/12/20,23,3313,34.00
2012/12/20,24,2993,34.33
2012/12/21,1,2779,34.00
2012/12/21,2,2654,33.33
2012/12/21,3,2598,34.00
2012/12/21,4,2650,33.67
2012/12/21,5,2747,34.00
2012/12/21,6,2996,34.67
2012/12/21,7,3435,38.67
2012/12/21,8,3720,39.33
2012/12/21,9,3795,40.67
2012/12/21,10,3835,41.33
2012/12/21,11,3854,42.67
2012/12/21,12,3856,44.00
2012/12/21,13,3793,45.33
2012/12/21,14,3753,47.00
2012/12/21,15,3693,48.67
2012/12/21,16,3639,49.67
2012/12/21,17,3852,49.33
2012/12/21,18,3979,48.00
2012/12/21,19,3896,45.33
2012/12/21,20,3772,43.00
2012/12/21,21,3635,41.33
2012/12/21,22,3436,40.67
2012/12/21,23,3146,39.67
2012/12/21,24,2842,39.00
2012/12/22,1,2632,38.33
2012/12/22,2,2519,37.67
2012/12/22,3,2466,38.00
2012/12/22,4,2460,37.33
2012/12/22,5,2495,36.33
2012/12/22,6,2607,35.00
2012/12/22,7,2799,34.67
2012/12/22,8,3049,33.67
2012/12/22,9,3336,34.33
2012/12/22,10,3505,34.00
2012/12/22,11,3561,35.00
2012/12/22,12,3574,34.33
2012/12/22,13,3534,34.33
2012/12/22,14,3525,33.67
2012/12/22,15,3539,32.00
2012/12/22,16,3593,30.67
2012/12/22,17,3912,29.67
2012/12/22,18,4086,28.33
2012/12/22,19,4070,28.00
2012/12/22,20,3985,27.00
2012/12/22,21,3865,26.67
2012/12/22,22,3699,26.33
2012/12/22,23,3453,25.67
2012/12/22,24,3174,25.00
2012/12/23,1,2953,25.00
2012/12/23,2,2846,25.33
2012/12/23,3,2789,24.67
2012/12/23,4,2773,24.00
2012/12/23,5,2788,23.67
2012/12/23,6,2875,22.67
2012/12/23,7,3057,21.67
2012/12/23,8,3272,21.33
2012/12/23,9,3515,22.33
2012/12/23,10,3652,26.00
2012/12/23,11,3670,28.33
2012/12/23,12,3652,30.33
2012/12/23,13,3621,31.33
2012/12/23,14,3572,33.67
2012/12/23,15,3546,34.33
2012/12/23,16,3572,34.33
2012/12/23,17,3910,33.00
2012/12/23,18,4124,31.67
2012/12/23,19,4092,31.00
2012/12/23,20,4007,30.33
2012/12/23,21,3878,30.33
2012/12/23,22,3666,29.33
2012/12/23,23,3377,28.33
2012/12/23,24,3076,29.33
2012/12/24,1,2860,29.00
2012/12/24,2,2736,28.67
2012/12/24,3,2661,28.33
2012/12/24,4,2658,28.33
2012/12/24,5,2706,27.67
2012/12/24,6,2875,27.33
2012/12/24,7,3119,25.33
2012/12/24,8,3360,25.33
2012/12/24,9,3585,25.33
2012/12/24,10,3702,28.00
2012/12/24,11,3738,30.00
2012/12/24,12,3710,31.00
2012/12/24,13,3624,31.33
2012/12/24,14,3561,32.00
2012/12/24,15,3524,33.00
2012/12/24,16,3562,32.67
2012/12/24,17,3852,30.67
2012/12/24,18,3938,28.00
2012/12/24,19,3797,26.00
2012/12/24,20,3666,24.67
2012/12/24,21,3567,24.00
2012/12/24,22,3473,24.33
2012/12/24,23,3293,24.33
2012/12/24,24,3046,24.00
2012/12/25,1,2837,23.00
2012/12/25,2,2704,23.00
2012/12/25,3,2644,22.00
2012/12/25,4,2620,20.67
2012/12/25,5,2645,21.67
2012/12/25,6,2739,22.33
2012/12/25,7,2930,23.33
2012/12/25,8,3194,23.33
2012/12/25,9,3424,23.00
2012/12/25,10,3552,23.33
2012/12/25,11,3581,23.33
2012/12/25,12,3578,24.33
2012/12/25,13,3508,25.33
2012/12/25,14,3399,25.67
2012/12/25,15,3304,27.33
2012/12/25,16,3308,27.67
2012/12/25,17,3535,27.00
2012/12/25,18,3671,25.00
2012/12/25,19,3664,24.67
2012/12/25,20,3633,22.00
2012/12/25,21,3575,22.00
2012/12/25,22,3421,21.67
2012/12/25,23,3194,21.00
2012/12/25,24,2951,20.33
2012/12/26,1,2796,19.00
2012/12/26,2,2708,18.00
2012/12/26,3,2671,17.00
2012/12/26,4,2691,16.33
2012/12/26,5,2794,15.00
2012/12/26,6,3018,14.00
2012/12/26,7,3365,14.33
2012/12/26,8,3626,14.33
2012/12/26,9,3791,14.67
2012/12/26,10,3862,18.00
2012/12/26,11,3876,21.33
2012/12/26,12,3848,24.67
2012/12/26,13,3797,26.00
2012/12/26,14,3784,27.00
2012/12/26,15,3766,27.33
2012/12/26,16,3799,27.67
2012/12/26,17,4108,26.67
2012/12/26,18,4292,24.67
2012/12/26,19,4266,24.33
2012/12/26,20,4158,24.67
2012/12/26,21,3983,25.00
2012/12/26,22,3722,25.00
2012/12/26,23,3405,25.00
2012/12/26,24,3093,24.33
2012/12/27,1,2890,24.00
2012/12/27,2,2789,23.33
2012/12/27,3,2731,23.00
2012/12/27,4,2728,23.00
2012/12/27,5,2800,23.33
2012/12/27,6,2983,23.67
2012/12/27,7,3286,25.00
2012/12/27,8,3545,26.00
2012/12/27,9,3722,27.00
2012/12/27,10,3874,26.67
2012/12/27,11,3981,27.33
2012/12/27,12,4034,28.00
2012/12/27,13,4017,28.67
2012/12/27,14,3984,29.00
2012/12/27,15,3899,28.67
2012/12/27,16,3905,29.33
2012/12/27,17,4201,28.00
2012/12/27,18,4377,27.33
2012/12/27,19,4301,27.33
2012/12/27,20,4129,26.67
2012/12/27,21,3900,26.67
2012/12/27,22,3625,27.00
2012/12/27,23,3292,26.67
2012/12/27,24,2997,26.67
2012/12/28,1,2809,26.67
2012/12/28,2,2712,27.00
2012/12/28,3,2666,27.00
2012/12/28,4,2680,27.00
2012/12/28,5,2766,27.00
2012/12/28,6,2971,26.67
2012/12/28,7,3292,26.33
2012/12/28,8,3533,26.00
2012/12/28,9,3678,26.33
2012/12/28,10,3772,27.00
2012/12/28,11,3798,28.00
2012/12/28,12,3777,29.00
2012/12/28,13,3729,29.33
2012/12/28,14,3692,30.67
2012/12/28,15,3662,31.67
2012/12/28,16,3673,31.00
2012/12/28,17,3989,29.33
2012/12/28,18,4217,27.33
2012/12/28,19,4173,25.67
2012/12/28,20,4042,24.00
2012/12/28,21,3898,23.00
2012/12/28,22,3661,23.00
2012/12/28,23,3350,23.67
2012/12/28,24,3079,23.67
2012/12/29,1,2874,22.00
2012/12/29,2,2757,20.00
2012/12/29,3,2717,19.67
2012/12/29,4,2692,18.67
2012/12/29,5,2736,17.33
2012/12/29,6,2840,17.00
2012/12/29,7,3034,17.33
2012/12/29,8,3252,18.33
2012/12/29,9,3507,18.67
2012/12/29,10,3687,21.67
2012/12/29,11,3746,23.00
2012/12/29,12,3752,24.67
2012/12/29,13,3725,26.33
2012/12/29,14,3676,26.67
2012/12/29,15,3652,26.67
2012/12/29,16,3697,26.33
2012/12/29,17,3993,26.67
2012/12/29,18,4183,26.00
2012/12/29,19,4118,26.00
2012/12/29,20,3981,25.67
2012/12/29,21,3802,25.00
2012/12/29,22,3609,24.67
2012/12/29,23,3323,23.67
2012/12/29,24,3051,23.00
2012/12/30,1,2859,22.33
2012/12/30,2,2732,22.00
2012/12/30,3,2690,22.33
2012/12/30,4,2679,22.33
2012/12/30,5,2711,22.67
2012/12/30,6,2804,23.00
2012/12/30,7,2971,23.33
2012/12/30,8,3169,22.67
2012/12/30,9,3427,21.67
2012/12/30,10,3598,21.00
2012/12/30,11,3708,21.33
2012/12/30,12,3760,21.33
2012/12/30,13,3765,21.67
2012/12/30,14,3718,23.33
2012/12/30,15,3684,22.00
2012/12/30,16,3715,22.33
2012/12/30,17,4065,20.33
2012/12/30,18,4304,20.00
2012/12/30,19,4253,18.33
2012/12/30,20,4119,17.67
2012/12/30,21,3977,16.67
2012/12/30,22,3736,16.67
2012/12/30,23,3444,17.33
2012/12/30,24,3178,17.00
2012/12/31,1,2999,16.00
2012/12/31,2,2897,15.67
2012/12/31,3,2845,16.33
2012/12/31,4,2835,17.33
2012/12/31,5,2898,17.67
2012/12/31,6,3073,18.67
2012/12/31,7,3356,18.67
2012/12/31,8,3585,17.67
2012/12/31,9,3765,17.00
2012/12/31,10,3894,21.00
2012/12/31,11,3906,24.67
2012/12/31,12,3863,26.67
2012/12/31,13,3807,28.33
2012/12/31,14,3740,29.67
2012/12/31,15,3699,30.00
2012/12/31,16,3706,30.67
2012/12/31,17,3952,30.67
2012/12/31,18,4121,30.00
2012/12/31,19,3969,29.00
2012/12/31,20,3769,28.67
2012/12/31,21,3585,28.67
2012/12/31,22,3407,28.33
2012/12/31,23,3219,29.00
2012/12/31,24,3035,29.00
2013/1/1,1,2866,29.33
2013/1/1,2,2710,29.33
2013/1/1,3,2605,30.00
2013/1/1,4,2567,31.67
2013/1/1,5,2596,31.00
2013/1/1,6,2678,28.33
2013/1/1,7,2801,28.00
2013/1/1,8,2948,27.00
